username,published_at,comment
@sayaaaaaaaa832,2025-03-13T20:52:07Z,"Karena kemarin2 reputasinya bersih banget kan.. giliran ada skandal langsung parah banget.. makanya aku gak percaya sama idol/aktor yang kelewat bersih 🤣

Semoga masalahnya segera terselesaikan dan kebenaranya terungkap. Kasihan saeron 🥲 dan kim soohyun (kalau kena fitnah)"
@Shiren204,2025-03-13T20:47:10Z,"Ksh ini plng pinter bikin nama orang lain jelek di media , dia bener"" ga normal🙃"
@devicamelia8766,2025-03-13T20:46:26Z,"liat ada org ngerepost video mas hansol kepotong"" di tikotok langsung ke sini mau liat fulll....."
@nabileymd98,2025-03-13T20:38:51Z,YANG KOMEN KENAPA BARU DI-UP PAS ORGNYA MENINGGAL? HELLOW EMG PAS DIA MASIH HIDUP BERITANYA YANG KAYA GINI BAKALAN DIDENGAR?ATAU DIBENARKAN? DIA NGE-UPLOAD FOTO AJA MALAH MAKIN DI HUJAT WKWK KALO BERITA INI ATAU CERITA INI DI UP SAAT DIA MASIH HIDUP JUGA GUE YAKIN GAK ADA YANG PERCAYA PASTI DIBILANG MAU KEMBALI MEMPERBAIKI NAMANYA YG UDH RUSAK
@KarinaPutri-j9m,2025-03-13T20:36:37Z,"Fans ksh ini terlalu fanatik apa gmana ya gk paham lagi. Setiap tu orang deket sma aktris manapun pasti si cwenya yg di judge. Bahkan nayoung yg ngeresponnya b aja juga kena. Gak paham lagi. Dulu sulli jga jdi bundir gegara di judge abis2an prkara main film sma dia
Gk pernah ngikutin ksh pun setelah dream high dulu. Even QOT yg rame aja gk minat buat nonton krna yg main ksh."
@IrfaniMo-j6s,2025-03-13T20:34:03Z,"Kalian boleh mengkritik tapi ingat batasan, ingat si cewek juga awalnya nampak jahat tapi ketika cerita dibaliknya terbuka semua sudah terlambat. Beberapa waktu silam ada aktor yang bunuh diri karna dituduh memakai narkoba dan pesta seks dengan pelacur dan kita tau ending nya gimana.
Ingat go hara dia menyerah dengan kondisi padahal dia juga berjuang untuk dirinya dan orang lain. Ada juga sully yang notabene jadi diri sendiri tapi malah dibenci, ini ada kasus yang sama lagi. Apa mau membuat cerita yang sama lagi?
Ingat walaupun ada bukti tapi belum tentu semuanya pasti, jangan ketika semua terlanjur terjadi baru berlagak sok suci.

Saranku benci dengan elegan, cukup stop mengikuti segala aktivitas dan boikot. Tak perlu menghujat, tak perlu jadi hakim."
@nonochuuu,2025-03-13T20:31:36Z,"Gw salah satu yg selalu ngebela dia dari dulu tapi gw juga malah ikutan dibully, sekarang netizen² ini juga pada sok empati dan banyak bgt rekam jejak akun mereka sering hate komen ke searon yg sekarang malah nyalahin ke netizen lain, hebat bgt playing victimnya kalian."
@KarinaPutri-j9m,2025-03-13T20:30:44Z,Terus bisa2nya skrg agc ksh mau nuntut yg menjelek2an ksh 😊
@krisaprilio9571,2025-03-13T20:20:15Z,"Mas Hansol, jujur aku ini kecewa lho Mas, krn aku ngefans ama Kim Soo Hyun"
@cmulyana417,2025-03-13T20:01:49Z,Sumpahh..jahatt bngt lu jadi orang..woyy sohyun..karma sudah datang menghampirimu
@mafvita9165,2025-03-13T19:36:13Z,Kim saeron hebat sekecil itu udh jd mentor andaikan ga sebucin itu mungkin dia udh jd artis cewek populer
@johngordon5892,2025-03-13T18:48:50Z,"emang jahat media Korea..
Kebanyakan makan babi sih maka nya sifatnya banyak kayak babi.."
@ambivert1229,2025-03-13T18:46:52Z,Kapan ya di spill 300 foto2nya...
@sisiliaputriutami8827,2025-03-13T18:45:50Z,115213
@ariesulistyowati,2025-03-13T17:22:31Z,Berita Korea tapi chanel e koyo JTV. Uwenake ngene kan paham wkwk
@markisarembulan9295,2025-03-13T17:15:12Z,"KSH laki² modal gombal. Biasanya laki² yg bikin janji utk nikah,, biar bisa menikmati perempuan aja, ujung²nya bakalan kandas. 

Bagi perempuan²,, tetaplah menjaga kehormatan jgn gampang terbuai sama omongan lelaki."
@fufufafa-u9v,2025-03-13T17:02:44Z,bokap 43 nikahin nyokap umur 16 hehe anak ada 8
@javierstrive3356,2025-03-13T17:01:22Z,What A Year
@xlooneeyx,2025-03-13T17:01:10Z,"ORANG DEWASA GA ADA YANG PACARAN SAMA UNDERAGE! 

freak sumpah yang masih belain ntu lakik 🤮"
@numpangmakan4437,2025-03-13T16:59:39Z,"6tahun lo dan jadi rahasia umum orang terdekat, ya berarti org tua dan org dewasa terdekat saeron sama sakitnya, selama itu lo"
@putuoctaviani,2025-03-13T16:57:31Z,Out of topic tp akusuka opening raditya  dika ama koreareomit krnsimple aja gak panjang😂😂😂
@wuxining96,2025-03-13T16:55:01Z,Ternyata aktor yg aktingnya aku suka bgt. Ternyata oh ternyata seperti itu pribadinya. Kim saeron itu salah satu aktris favorit yg film nya hampir ku tonton semua😢.
@mommysofie8347,2025-03-13T16:27:59Z,KimSaeron gx bkl tenang disana sblm asal usul kematiannya terpecahkan di public krn banyak Black Drama di diri KimSoohyun.... Ketika kemudian Wkt menjawab semua....  Hancurlah Karier dan Hidup si Pembunuh Berdarah dingin itu... Saeron We'll with U
@nurulha,2025-03-13T16:22:17Z,Spek angel redflag kaya dajjal
@edilhochannel3189,2025-03-13T16:08:28Z,Hal yg sy syukuri sy tdk ikut berkomentar buruk soal saeron saat dy viral krn upload story ig itu .krn bagiku sah sah sj artis punya hubungan.tp ya allah ternyata kisahnya sesakit it
@ions5338,2025-03-13T16:05:33Z,Yg ditunggu
@MeethaNo,2025-03-13T16:04:58Z,Circle orang itu main soceng ama dark psikologi kayak apa sih... Ga cuma aktris ini yg bunbun tapi aktris S di zaman dulu yg sempet kerjasama main film sama circle orang itu juga bunbun jg. Dan temennya aktris S juga mengalami banyak kesusahan hidup juga sampai bunbun juga.
@viana.m3658,2025-03-13T15:58:07Z,"Heran betul. Kenapa masa kim saeron ssh dlu, kenapa keluarga gak support dia? Setelah pemergian kim sae ron, baru family nya muncul🤔"
@maygracelyn823,2025-03-13T15:47:42Z,"Gak pernah hujat Kim Saeron karna dia keren main drama diusianya 15 tahun di drama ""Queen Classroom"" gw udah naksir nih orang. Ku merasa bih oranh juga kayanya orang baik walaupun di terpa kasus/rumor jelek gw masih yang gak percaya mentah2 kaya aneh aja. instinh aja kayanya ada yg aneh. Netizen Koriya juga sebenarnya jahat2 kalau soal menghujat, suka nyumpahin metong dll apa gak tambah depresi. haiz... kalau si Somen ya gimana ya emang yang cakep bermuka polos bagai srigala bulu domba ini biasanya emang Psikopet sih.. parah njrrr Pedo🤮🤮"
@uarmyly,2025-03-13T15:47:18Z,Kalau dilihat dr unsur keluarganya berarti kim sae ron ini udh tertekan dr kecil we. Akhirnya memuncak semua dan seperti bom meledak dan ga bisa berfikir jernih. Semua org nyalahin somen tp aku lebih ke sebel sama keluarga nya. Mereka ga nyadar apa kelakuan toxic mereka bikin sae ron kehilangan perlindungan dan rasa aman sampe harus nyari kenyamanan dari laki laki yg pantas jd om nya dia. Dan ketika putus ya duar hilang arah. Karena keluarga juga ga bisa melindungi malah ngancurin mental.
@SantiTuba-tb5iy,2025-03-13T15:46:44Z,Soohyun udh jadi pdiddy k2😡😡 bener2 gilaaaa
@icharn1682,2025-03-13T15:18:11Z,selama hidup dia menderita banget ya. aku kalo jadi saeron dengan hidup yg kek gitu mungkin bakal lakuin hal yg sama
@hayreff,2025-03-13T15:10:03Z,Pengecut juga ya ksh
@AisyahAli-pt4hu,2025-03-13T15:08:16Z,Tambah sedihhhh 😭😭😭😭😭😭
@attachannel9904,2025-03-13T14:47:43Z,Ini yg namanya Muka polos otak kriminal😂
@みくみゆ-l4f,2025-03-13T14:47:29Z,Wartawannya diusut tuntas... gantian dikuliti juga
@irmayanti9425,2025-03-13T14:45:15Z,finnally menunggu dari orang korea asli yang berbicara❤
@TimbangHarik,2025-03-13T14:41:04Z,Kembalinya KoreaReomit….udah lama gak lihat channel ini viewernya nembus sejutaan…😅
@dzularief8750,2025-03-13T14:38:08Z,"Ku pikir kisah cinta yg toxic dan bodoh seperti ini cuma ada di drama China, di mana kim seroon di manfaatkan dan di bodohi sampai jatuh miskin oleh kim soyoon saat terjadi musibah kim soyoon bukan hanya membuang nya tapi juga menambah beban dengan menuntut ganti rugi yg nga masuk akal"
@NurKholisoh-e2n,2025-03-13T14:37:30Z,KSR hamil tu beneran apa hoax si?!
@peyeymd,2025-03-13T14:23:15Z,"Mau rewatch alien, ko jadi males banget. Aku dibilang nge fans juha engga sih sama KSH, cuman suka aja dia di man from the star. Tapi kalau berita ini fakta, njirr kecewa banget. Mas alien pedo 😏"
@Achacan,2025-03-13T14:20:42Z,Reporter nya kaya setan
@Achacan,2025-03-13T14:20:29Z,Repter nya kaya setan
@annisafitriawati897,2025-03-13T14:14:42Z,"Kalau masih ada yang dukung si pedo, gak waras sih wkwkkwkwk 😂"
@rennynurmalasari4205,2025-03-13T14:14:16Z,"Tujuan dia sebarin no sepupu saeron buat apa ? Terus mobil yg dikasus DUI Itu keknya kbnyakn laki yg pke deh, kenapa sampe segitunya si somen itu ke saeron"
@casrinibintitarsono7513,2025-03-13T14:12:26Z,Awal kehancuran Kim Soo Hyun 😊
@yushikemegasari1133,2025-03-13T14:03:44Z,Reporter kampret😂
@babyji7244,2025-03-13T13:59:02Z,Aman aja kah sekarang itu Chanel wartawannya🤣
@verifyatna5334,2025-03-13T13:40:27Z,"kenapa ya masih aja ada yg mempertanyakan kok bisa mau sama yg lebih tau? dsb. pertama karena dia masih bocil, masih polos. gampang bgt dimanipulasi apalagi yg deketin seorang KSH, pasti ya bakal diterima lah. terus dia jg broken home ga ada sosok seorang ayah, percaya ga percaya, cewek yg ga ada sosok seorang ayah kalau sekalinya ada cowok yg deketin n bikin dia nyaman pasti bakal bener2 nurut (ya mungkin ga semuanya jg, tapi kebanyakan). aku jg punya temen cewek pas smp, dia broken home, ibunya jg dulu kerja di luar negeri n dia tinggal sama neneknya. padahal dia jago bgt di non akademiknya. tapi pas smp dia ga berangkat2 n ternyata katanya hamil. terus dia jg dikeluarin n ga lanjut sekolah jadinya. dan waktu itu inget bgt masih smp udah kondangan ke nikahan wkwk. mana pas tau ternyata cowoknya jg lebih tua bgt dari dia. dan ya sekarang pun dia jg udah cerai., karna suaminya brengs*k

terus inget kasus kemarin yg viral video guru n murid? kan muridnya katanya yatim piatu jg. terus kalau kalian tau ada forum orang2 berbagi fetish mereka. coba buka forum laknat itu? atau jgn deh. ada thread kakak ipar HS sama keponakannya (cewek) beda umurnya jg jauh, dan ya keponakannya jg itu broken home ga ada sosok ayah n ibunya jg kerja di luar negeri. entah threadnya masih update or ngga. jadi stoplah mempetanyakan keputusan orang mau dkt dgn yg lebih tua, karna kita gatau kalau kita ga di posisinya. kenapa ga fokus mempertnyakan kenapa yg lebih tua bisa suka sama yg lebih muda apalagi masih dibawah umur?"
@coldfeet6439,2025-03-13T13:36:04Z,Sedihnya pens Soohyun masih banyak yg nyalahin saeron knp mau katabya. Ternyata masih banyak pens KPop gak tau arti grooming. Apalagi oppa tak pernah salah selalu di otak mereka😮
@famalaekasanhadirahayu9730,2025-03-13T13:26:31Z,"Dengan kasus2 kayak gini jadi makin yakin buat ngga ngeidolain aktor korea lagi.. satu2 yg disuka ada aja masalahnya, yg terlihat baik2 ternyata cuma image depan kamera. 
Udah potek sama ryu, skrg KSH. Dahlah sukanya sebatas karyanya aja"
@zidanzi8599,2025-03-13T13:23:59Z,Mreka pacaran.tapi tiba2 kok lost kontak gt ya...kl kita hbungan kan hmpir tiap saat chat
@janelavita3900,2025-03-13T13:14:26Z,Yg gw tungguin
@vivitrumanto,2025-03-13T13:13:47Z,"Kasihan banget Saeron, aktingnya oke bgt, sayang sekali masih muda sudah harus mengalami hal-hal seperti ini. My heart goes to all her loved ones that are left behind, may they find justice for her and also peace. Saya ga mau tanggapin negatif dl soal Kim Soo Hyun, saya jg bukan fans dia, hanya sekedar suka nonton drama-drama dia saja. Tp kalo ini benar, mereka memang benar2 pacaran dulu selama 6 tahun, maka sangat menyedihkan sekali, bahkan sampe funeral saja tidak datang. Kalo soal nuntut pembayaran, saya rasa memang wajar kalau Saeron harus mengganti uang tsb tapi memang cara ancamnya sadis sekali, karena mereka jelas tahu bahwa Saeron tidak punya uang untuk ganti dan setidaknya kasih waktu untuk ganti lha seperti yang dia sudah mohon. Moga2 saja makin ke depan, makin lbh jelas lagi kasusnya, Tuhan tidak pernah tidur. May she rest in peace 🙏"
@qiqihikmatin2023,2025-03-13T13:10:29Z,"klasemen redflag korea
1. Seungri
2. Ksh
3. Taeil"
@nittaas4474,2025-03-13T13:01:11Z,"Gue pikir berita KSH dan KSR yg lagi UP"" nya sekarang  itu berita lama eehh ga taunya beritanya berlanjut 😂😂"
@user-nd7px6fn3t,2025-03-13T13:00:26Z,"Sumpah y artis Korea kejam and sadis kenapa sih orang Korea terutama youtuber, media,sana nggak ada punya hati nurani buat mengungkap kebenaran kenapa hrs nunggu orangnya mati dulu segitu hinanya,benci  masyarakat Korea atas kesalahan artis yg udah merubah jd manusia lebih baik nggak bisa dimaafin Tuhan aja maha pemaaf lo"
@entriskin-,2025-03-13T12:56:13Z,"Klo diliat2 kekny ""permainan mental"" dr knetz sdh tradisi..mungkin di zaman orang2 tua mreka prnh alami hal yg sm di alami org2 skrg..""prmainan mental"" bagi yg g kuat..#mnakutkn sekali klo sdh jd tradisi..😭😱"
@ur_euphoria-q1j,2025-03-13T12:55:12Z,"jujur pas tau masalah ksr ini yg upload pas lagi booming booming nya qot, sempet mikir kaya netizen kok carper bgt kenapa kah, ternyata oh ternyata alesannya gituu.. 
ditambah yang pas foto foto dicaffe dan dijudi online ituu kok bisa tersebar 🥲

rip saeron, mianhae ya org org jahat 🥹"
@ashanajulietta1334,2025-03-13T12:49:56Z,"bukannya ngebela ksh, tapi kenapa ksr mau sama si ksh sedangkan ksr sendiri juga tau kalau umur mereka jauhhhh bgt dan itu gak diperbolehin disana??? harusnya ksr nolak dong?"
@nurulyunifar8912,2025-03-13T12:48:46Z,waduh my love from the star
@iheworld134,2025-03-13T12:41:00Z,"Sbnrnya klo sama2 suka ya ga masalah ya , masalahnya adlh ksh ga gentleman bgt trnyata in real life krn lgsg ngebuang mantan begitu kena masalah, pdhl duly katanya cinta eh trnyata cuman nafsu n manfaatin sae ron yg masih muda polos perawan, jd kaya habis manis sepah dibuang , pdhl kesalahan saeron itu jg ga seberapa tp mrk gagal melindungi artisnya sendiri malah tmbh dijatuhin dibuang tnpa dikasih kesempatan walopun ini adlg kasus pertama sae ron....saeron masih muda pasti merasa syok krn dia biasa dapetin yg dia mau bhkn jalin hubungan sama top actor , eh trnyata dibuang jg , pasti heartbroken bgt , mana familynya jg kaya mata duitan jg ...sae ron hidupnya dikelilingi org2 toxic , smga dia sdh damai skrg"
@Aisyah-er7zb,2025-03-13T12:24:46Z,"masih heran kasus begini, masi ada aja yang bela ksh"
@iheworld134,2025-03-13T12:20:48Z,"Oppa2 korea satu satu kebongkar tabiat aslinya , dari jung woo sung, lee jung jae, lee byung hun, ha jung woo, jo ji hoon, n now kim so hyun, aktor2 besar kayanya pd pnya skandal ga bener tp masih ga kena cancel culture...kaya ariel noah , pnya skandal bikin n rekam video seks sama puluhan wanita ttp aja jaya sampe skrg"
@marusera24,2025-03-13T12:19:20Z,hadu haduuuu sakit banget 💔😭
@o_oyenkematian,2025-03-13T12:13:01Z,Kim Soo Hyun nah lu di hantuin terus tu ama Kim Saeron ampe lu modar juga 😂
@karuniatriasih4175,2025-03-13T12:11:31Z,"Tdk tau yang sebenarnya ...tapi pada comment yg spt tau semuanya .....smua py 2 sisi.....jgnlah mengejudge sesuatu yang tidak kita tahu...bisa saja ada bukti a b c tah itu benar atau salah hanya Allah yg tahu.....hubungan mereka berdua spt apa kita juga tdk tahu...sebaiknya jangan comnet yg menyalahkan cweknya atau pun cowok.....lah kalau kejadian...cowoknya sama melakukan bunuh diri karena coment2 miring maupun lurus....setelah dia mati....baru tuch muncul bukti2 baru lagi....lalu mulai lagi menyalahkan pihak lain lagi terulang terus begitu terus...........apakah hal tindakan kita coment a b c itu benar....apakah kita spt pembully massal  kalau coment2 yg kita tdk tau sbenarnya.......


Dulu juga pada salahkam cweknya abis dia BD pada kasihan ...laaaah kemarin pada ngapain...g mau melupakan kesalahannya.....tp abis BD jadi kasihan....makanya jd tambah byk yg BD......g akan selesai dan menurun angka BD kalau sikap kita pada spt itu trs....spt membully massal......

Hmm.......itu hanya pendapat pribadi saya ya...mohon maaf bila salah...."
@selviaagustin1506,2025-03-13T12:09:58Z,kaya lagi nonton drama di dunia nyata😢
@AluraWhizka,2025-03-13T12:08:41Z,"bang.. beneran ga itu choi hyun wook yg bareng kim sae ron didlm mobil. waktu DUI ? 
atau dia cuma dijadiin tumbal aja ?"
@ElseveLuron,2025-03-13T12:05:02Z,"Makanya dr dlu gapernah srek sm KSH, awal tau dia waktu main di Dream High ntah knapa walau pada saat itu banyak bgt penggemarnya aku ttp mrsa ga suka sm dia dan lucunya cuma gasuka dia bahkan karakter cowo yg nyebalin di DH aku msh suka tp dia nggak samsek. Nah trs aku coba utk ikutin drama dia yang lain kali aja dikarakter berbeda jd suka tp ttap aja ga suka.Kayak apa yaa, kyk kesal aja liat dia padahal ga kenal😅 Nah aku kan suka sm Jiwon trs cobalah nnton QOT krna ada Jiwon tp ga ketonton jg karena ada KSH (aku beneran ga nonton).
Aku smpe heran sendiri sm diriku sendiri knapa kok ga sesuka itu sm orang padahal aku loh gatau dia dan bgtu sebaliknya tp kok lah aku g srek bgt sm nih orang😭😭Maaf, udah lama aku pendam jd panjang bgt ngetiknya. Maaf ya buat Fans KSH tp ini cuma apa yg aku rasakan."
@ceceindo,2025-03-13T12:02:06Z,"Sebuncin itu seorang perempuan, apa aja di kasih, apa aja percaya, real buncin itu mematikan diri sendiri. Persis tmn"" ku disini, banyak yg kehilangan harta benda gr"" buncin ke cwok"
@pain_akatsuki288,2025-03-13T11:58:38Z,Mari kita menghujat  org org zalim itu
@maretharizky6614,2025-03-13T11:57:21Z,"Jadi inget video almarhum di knowing brothers dia bilang dr SD udah dibully trs kepikiran dia bertahan dr kecil sampe gede nya gapernah bahagia, even meninggal nya aja gak bahagia sedih banget😭😭"
@Bellvania.Arunaa,2025-03-13T11:55:33Z,"Udah banyak yg kebuka sifat asli idol dan aktor sana yg berbalik 180 derajat di kamera.aku sebagai penikmat kpop,drakor,film korea,untungnya gk pernah jd fans  fanatik...ya cukup sukai karyanya."
@putripusy1494,2025-03-13T11:50:57Z,Lee jinho patutnya jadi tersangka sih 🤮👿
@sarwantinugroho8778,2025-03-13T11:45:54Z,Sedih bgtt sakitttt dengernya gimana sesak nya dada kimsaeron saat itu penuh tekanan dan ketakutan
@mayanoviyanti2431,2025-03-13T11:42:29Z,Info nomer hp kim soo hyun
@AskMifta,2025-03-13T11:39:43Z,Lee Jinho benar-benar iblis. Pantas kena karma dunia-akhirat.
@halonurmalita1082,2025-03-13T11:34:18Z,Aku baru tau cara baca kim so hyun adalah kimsuyon 😊
@chrrybrklyn,2025-03-13T11:33:53Z,"Aku bingung kenapa kimsaeron dituntut 7m, alasannya apa?"
@AskMifta,2025-03-13T11:32:54Z,"Kalau benar semuanya, dia sangat jahat dan kalau pada akhirnya bundir karena stress, dia pantas banget."
@nrizkyanna,2025-03-13T11:30:42Z,Tzuyang ada kasus apa btw??
@TaufiqSejati,2025-03-13T11:29:34Z,"""Kenanglah Tanggal kematianku di setiap tanggal ulang tahunmu""."
@khairindevika4697,2025-03-13T11:22:40Z,Tamattt karir kimsomeeennn
@denissa_channel_official,2025-03-13T11:22:16Z,Lo mirip Eddy Medey di film Presence
@nenoknc775,2025-03-13T11:16:24Z,"Sebenarnya diakui aja klo memang pernah pacaran ma KSR.masalah DUI itu murni kesalahan KSR, klo masalah 700jt bisa dianggap sbgai masalah bisnis, memang CEO nya KSH, tapi pemodalnya bukan KSH semata.lebih baik mengaku saja...setidaknya menghormati almrhmah dan kenangan2 indah yg mereka pernah lalui bersama.tapi seseorang yang berusia 27-28 macari anak usia 15thn itu ""ngeri""...Alfatihah untuk KSR 🙏"
@drakornews6058,2025-03-13T11:12:31Z,"Kalo youtuber kyk gitu diindonesia dah jadi prekedel, boikot youtuber sok ngurusin hidup orang"
