username,published_at,comment
@Bellamarch6992,2025-03-12T15:51:00Z,"Siapa pun yg mmbuat dia bgtu putus asa, kelakuan mereka sngt keji sekali. Setiap prbuat buruk akan ada balasannya."
@indarsuat3300,2025-03-12T15:50:32Z,"Kak hansoll sudah ad update baru lagi tuh, plisss buat video buat jelasin dong, biar kita lebih pahammm 🥺"
@Thelittlestar89.,2025-03-12T15:46:04Z,Gilak sih ksh
@triveeyunni4761,2025-03-12T15:43:22Z,"Meskipun fans berat kim soohyun,tapi untuk chase ini rasanya lebih percaya banyak ke pihak keluarga kim saeron sih,dari besarnya berita berita yg bermunculan tapi soohyun masih lebih memilih diam dan menghilang."
@delinda17,2025-03-12T15:36:39Z,"Lucunya orang2 dulu ngejudge saeron mati2an pas post photo, sekarang soso simpatik. Giliran dulu bnyk yg bela So hyun skrng balik nyerang. 

Intinya jgn mudah percaya sama apa yg kita lihat dilayar kaca. Suka benci sewajarnya aja. 😊"
@strawberriecee,2025-03-12T15:28:47Z,drama yg dimaksuf itu bloodhounds ya??
@rizkywullanalevan7577,2025-03-12T15:28:21Z,sambil makan malem ahhh
@nonznonie,2025-03-12T15:27:44Z,"Maunya gold medalist cuci tangan agar image perusahaan tidak ikut jelek karena ada KSH selaku boss, namun sekarang mereka ikut tenggelam 😂. Disini keliatan aja KSH sebagai boss kaya apa. Dan KSR tidak mengungkit2 jasa dy dalam perusahaannya, dan tidak profesional digaji lagi.  KSR hanya membahas tentang perpanjangan masa hutang yang tidak ditanggapi."
@maidanurafni1496,2025-03-12T15:25:20Z,"Udah dieksploitasi tenaga buat agensinya, gak dibayar, ditendang, dituntut pula 😭 Padahal udah jatuh sejatuh-jatuhnya, kerja part time aja masih dibuntutin dan dijelek-jelekin. Gak kebayang hidup KSR tiap hari tiap malem gak bisa tidur nyenyak 😥"
@panda_girl728,2025-03-12T15:21:25Z,😲aku sampe ngulang nontonnya 2x supaya paham... Astaga.. Kyk gt ternyata... Itu laki muka polos banget.. Tp kyk gt ternyata?? Dan ternyata dia pacaran sama yg lebih muda jauh.. Trs ktika meninggalpun gak layat... Segitunya.... 😢
@tikastiwi,2025-03-12T15:20:38Z,"Jangan jangan DUI nya saeron juga pengaruh dari mental health issue setelah putus dr KSH. Kalo iya ya ancur banget hidupnya saeron dari bocil dipacarin, trus dimanfaatin trus dibuang trus dituntut bayar utang.. katanya dijanjiin nikah, ya gimana bs move on udah 6 tahun pacaran dari bocil, gatau udah diapain aja sama pedofil ini dari fotonya aja udah menjurus :'("
@dabong5390,2025-03-12T15:20:18Z,Ohhh itu acaranya GD awalnya seneng nonton acaranya karena bisa liat GD temenan sama aktor sesama 88L tapi pas denger berita ini liat dia masih bisa senyum2 bercanda2 nyess gitu di hati. Apalagi pas itu si KSH ini room tour ngenalin perusahaannya yg mewah itu masa iya Saeron ga dibayar kerja begitu
@mamayamelia5884,2025-03-12T15:17:28Z,Kaya ga percaya tapi banyak buktinya 😢
@paper.froggy,2025-03-12T15:15:09Z,"Orang 27 tahun pacaran sama anak 15 tahun aja udah red flag ya ges. Kalo masih aja ada yg bela, udah fix logika kalian yg harus dibenerin.

Bayangin aja adek kalian yg masih SMP, pacaran sama orang yg udah kerja kantoran. Gaya pacarannya dewasa bgt lagi."
@MelodhiandraChannel,2025-03-12T15:13:16Z,"Ngeri hidup di korsel ,di konoha ada plus minusnya"
@puspapasaribu359,2025-03-12T15:13:14Z,Kan dah lama berakhir kok Bawa bawa Kim soo hyun lagi.semangat oppa jangan dengar omongan orang yang GK bertanggung jawab
@ibufitrimustika,2025-03-12T15:04:30Z,Hmm seringnya yang salah malah di bela terus dan nerusin hidup aja. Kita yang kasih masukan kalo yang salah lagi salah malah di kasih tatapan sadis
@Hacie3456,2025-03-12T14:58:39Z,Mending pada cabut lah artis2 gold medalist...
@lunalovegood501,2025-03-12T14:58:37Z,"Pria 29thn pacaran sama anak SMP. Pikir aja tuh diusia yg sdh cukup dewasa itu pikiran si pria pasti sudah kemana2, sdgkn wanitanya masih bocah banget."
@DeviAmalia-s5g,2025-03-12T14:57:26Z,"Capek bgt jd artis di korea, utk buktikan dirinya bener harus BD dulu, dibully abis2an g ada kesempatan menjelaskan, udh meninggal baru pd percaya. Untung kimjisoo kesayangan aku bs kuat ttp idup dan skrg pindah berkarir di vietnam😢"
@suhita18826,2025-03-12T14:56:52Z,Kok nakutin ya Kim Soohyun  dia macarin anak dibawah umur
@AJXPRO21,2025-03-12T14:53:49Z,The Dark Side of Kim Soohyun
@nunaunaa,2025-03-12T14:53:08Z,Mas hansol kalo cerita soal korea berasa faktaaaa bgtttt asli gapernah skip😂 kalo ceritain kasus selain korea gimana gitu.. sugesti ku mungkin ya huehehe
@Mauzhr,2025-03-12T14:47:59Z,"Pokoknya kalo ada skandal korea yg lagi rame, @koreareomit adalah channel yg paling pertama saya cari 😂"
@FirstTop-p3n,2025-03-12T14:45:46Z,"mas hansol tolong terjemahin surat cintanya soohyun ke saeron pas dia wamil dong, soalnya di bbrp media translate nya baku banget"
@ellenyahya5166,2025-03-12T14:43:35Z,Kenapa ya orang Korea jahat2 bgt gitu
@noviamalia7511,2025-03-12T14:42:29Z,"Kalo di indo pasti pihak keluarga udh speak up di podcast. Seandainya korea begitu juga, pasti kebenaran2 gampang terungkap dari dulu2"
@hastutiwahidaputri4169,2025-03-12T14:42:23Z,💔😔
@yurikasephiani491,2025-03-12T14:38:19Z,H+1 setelah video ini makin banyak foto yang di up kesebar di sosmed. Semoga tiap hari mas hansol bisa update terus perkembangan kasus KSH sama KSR ini
@Kulsumhj,2025-03-12T14:37:05Z,"Menunggu part 2 nya 
Karena udah ada muncul beberapa foto dan bukti baru"
@helenaling2860,2025-03-12T14:32:21Z,Gw masih pihak netral disini. Mau nnggu berita terbarunya
@KooBwii-n6c,2025-03-12T14:31:48Z,Kasus taeil dong
@AlexandraMirandalopes-f3q,2025-03-12T14:30:04Z,"Sumpah kasus kali ini bener benar ke drama anjir
Gak hbis pikir sama kondisi saeron saat itu"
@olivial3907,2025-03-12T14:29:01Z,"Mas hansol.. yg disebut d awal video,, pesan yg tidak jadi direlease sm Ksr it koq akirnya tersebar skrg.. siapa yg awalnya tau dan akirny merelease?"
@rarsyini,2025-03-12T14:27:43Z,Aku menunggu lanjutan keramaian ini mas Hansol ❤
@Callahanrosenberg-t5g,2025-03-12T14:26:38Z,"Suka banget bang sama konten abang , jangan lupa ences di probet855 gampang pecah"
@Deatonrosenberg-u7i,2025-03-12T14:26:35Z,yang pro aja bang di probet855 👍
@balaaadeh,2025-03-12T14:26:35Z,"tapi sayang aja kalo kim saeron sampe meninggal, kaya kejadian kaya gini sayang bgt"
@Pittsrosenberg-g2l,2025-03-12T14:26:22Z,"Begitu mantap! Bermain di probet855, rezeki pun mengalir dengan deras!"
@Marinrosenberg-p7b,2025-03-12T14:25:49Z,0:03 Keren boleh coba bang gas di 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓
@McCartneyrosenberg-j8v,2025-03-12T14:25:41Z,"Begitu mantap! Bermain di probet855, rezeki pun mengalir dengan deras!"
@Brieannarosenberg-z4g,2025-03-12T14:25:41Z,"Bermain bersama teman-teman di probet855 semakin seru dan asyik, semakin banyak pula rezekinya!"
@Caorosenberg-t1l,2025-03-12T14:25:23Z,Keren 🇮🇩👍🏼. gas di mari kak probet855
@britania0795,2025-03-12T14:24:14Z,"Suka film2nya tapi untuk pribadinya biasa aja,gk expect bgt."
@balaaadeh,2025-03-12T14:20:08Z,kok aku liate koyok jamet dek jowo
@pxrx4897,2025-03-12T14:19:43Z,"Ayokk mas hansoll berita baru udh up, ditunggu rangkumannya yg indo ya mas😬😬"
@chococheeseeeee,2025-03-12T14:16:21Z,"sumpah ilang respect sama KSH gara gara ini, gak expect bgt aslinya begitu pdhl di bbrp variety show dia keliatan baik dan green flag, taunya red flag abiss😢"
@feraa1066,2025-03-12T14:14:22Z,"Udah ada tambahan lagi dari Dispatch 
Aku udah nunggu konten mas hansol yg bahas Kim Saeron dari awal berita kematiannya karena emng ada yg janggal rasanya (ngga mau nethink tpi ngerasa ngga beres aja),dan kebenaran bakal terungkap akhirnya"
@danulakoro,2025-03-12T14:14:17Z,Bibi nya saeron lagi butuh uang nya oppa kim so hyun makanya ngefitnah
@Royzhani45,2025-03-12T14:11:46Z,Mas ini orang korea kenapa medok banget ngomong? Awalnya kenapa
@KebetulanLewatAjahhhhhh,2025-03-12T14:08:18Z,Psiko kayak di drakor drakor ternyata beneran ada di real life yah ngerinya soomen soomen
@malikul_mulki-z5k,2025-03-12T14:07:37Z,Gue bakal maki maki channel youtibe wartawan sialan itu
@jeonriri2930,2025-03-12T14:07:07Z,"MASSS KOK NDAK BAHAS KASUSNYA TAEIL NCT ITU SIHHH KASUS YOONGI YG CUMA NYUNGSRUK AJA DI BAHAS LHO SMA SITU, KOK ANAK SM ENTERTAINMENT INI NDAK SIH MAS🥲🥲🥲"
@hi-ann,2025-03-12T14:04:45Z,Demi apa.... kecewa banget
@dil4_,2025-03-12T14:04:33Z,mas hansol lanjut rangkuman streaming yang baru lagi 🙏🙏
@sitiizzah.b2579,2025-03-12T14:04:15Z,Kasian juga SAE RON😢
@zeawead,2025-03-12T14:03:36Z,Keluarganya kim saeron kenapa baru muncul sekarang kemarin kemarin kemana aja sih bertapa di goa . Serius gemes sekarang koar koar emang ada gunanya kim saeron udah keburu meninggal. Kenapa gak pas masih hidup kalian belain kalian rangkul biar gak sampai depresi . Kenapa harus nyelesain semua masalahnya sendiri. Bahkan Mantan Pacarnya yang sangat beda umurnya juga baru tau setelah dia meninggal. Masa gak pernah peduli mendiang punya hubungan dengan siapa . Jujur saya pribadi jauh lebih marah sama keluarganya yang selama ini udah di hidupin tapi malah gak ada di masa masa sulitnya. Terlepas dari hubungannya mendiang sama kim soohyun tetep gimana pun keluarganya lebih punya andil dalam masalah ini kenapa gak ada bantu sama sekali. Gak ada juga disaat saat depresinya. Giliran musti ngelunasin hutang kim saeron baru koar koar .
@Yelin-sarra,2025-03-12T14:01:10Z,"Aku dulu cukup suka sama ksh sejak dia main di dream high bareng iu, taecyeon, bae suzy (lupa tahunnya) dan stlah tau berita ini kecewa banget trnyata sedalam itu dia bikin ksr hancur sampai ga bisa survive dan akhirnya nyerah, jujur aku suka bngt sama ksr dimulai dia main di high school love on, semoga damai disisinya ya sayang, udah ga ada yg bisa jahatin kamu lagi sekarang, RIP Kim Sae Ron"
@sugarplum_69,2025-03-12T13:59:22Z,"saya sebagai penonton yang suka banget sama kim ji won,waktu ada shiping sama KSH itu jujur saya kok benci banget ya pdhl saya nonton QoT,saya juga fine2 aja sama KSH,wow dia aktor termahal...tapi dalam hatiku KJW jangan sama dialah...
kayaknya KSH ini suka sama yang jauh lebih muda biar bisa memiliki sepenuhnya (posesif),karena dia yang ngatur,kalo yang lebih dewasa kan bisa ""jalan sendiri"" jadi susah dikekang,nah setelah gak sama dia lagi,dia gak bisa membiarkan KSR ini bahagia sendiri (gak boleh happy without me)makanya disuruh bayar,yg katanya mau dibayarin won bin juga gak boleh...
andai KSR kenal indonesia bisa kesini mulai hidup baru"
@jaringanlag,2025-03-12T13:58:32Z,Kim saeron in siapa?
@MahraniDiana,2025-03-12T13:56:51Z,"Mas Hansol mau nanya, aku ad Nemu komentar knetz bilang gini ""wanita di dengar hanya saat mereka meninggal"" gmn menurut mas Hansol 🙏🏻"
@Divaputri-fb7mg,2025-03-12T13:54:49Z,"netizen gak usah menilai klu tdk tau  kebenaranya, buktikan  aja dikepolisian..."
@shabirahumbo9801,2025-03-12T13:54:30Z,Ridindong apaan mas?
@AnjarSariPratiwi-xx5vi,2025-03-12T13:54:03Z,Media² korea serem² banget astaga 😢
@bluu.is.mulfand,2025-03-12T13:53:28Z,"i'm waiting for the update
udah liat ig KSH full of hujatan, tapi baca-baca berita KSH belum dipanggil/ditangkap polisi, harusnya udah ada laporan ga sih?"
@rindiantikasariarroufumust4601,2025-03-12T13:53:18Z,Terus klo ksh bundir bibi sama ibu ksr harus kalian bully juga yaaa
@YuliSetiani-ip3ly,2025-03-12T13:52:28Z,Yg paling jahat itu knet
@AraujoShowtime,2025-03-12T13:47:38Z,korea selatan jadi kasus bundir paling banyak ya?
@ndaO_8,2025-03-12T13:47:13Z,"Jujur aku juga kaget.tapi inget jaman Yoona SNSD dulu. Mendiang Sulli juga.
Si somen se red flag itu"
@iinrini34,2025-03-12T13:45:42Z,"AQ tu binggung mo baca darimana kasus ini , LG ruame bangget , memang tiap ada harus Korea , Cuma nyimak sekedarnya saja.. untung mas hansol Bahas... Jadi paham alurnya..."
@yourjuly5304,2025-03-12T13:45:08Z,jahat bgt reporter ituuu
@MegaNiaGrafika,2025-03-12T13:44:00Z,🤮 inget bangettt waktu saeron post foto itu netizen indo bully dia semua. Kok sekarang reaksinya 180° gini ya 🤣🤣🤣 makanya jangan fomo
@tamayap,2025-03-12T13:43:57Z,"mas hansol, lanjutin dong lagi dongg, hari ini udah ada lagi updatenya kann"
@syeliaamalia9836,2025-03-12T13:42:43Z,Awal kehancuran kim so hyun🔥
@deaaprlw,2025-03-12T13:42:33Z,"Kejahatan yg dilakuin si ksh udah diluar nalar, eksploitasi pekerjaan, grooming, intimidasi, ancaman dll wah udahlah harusnya kalo normal udah abis karir nya, berhubung dia aktor papan atas bbrp brand juga masih picky bgt mau mutus kontrak apa nggak dan milih on hold.
Yg paling gokil sih upcoming drama dia masih bakal tayang dan ikut press con coba"
@ZulfaErdiana,2025-03-12T13:41:45Z,Untung waktu rame qot gak liat. Entah kenapa gak napsu liatnya pdhl banyak yg bahas tu film😅
@Hamdalah_0066,2025-03-12T13:40:30Z,"Mas hansol, semoga bisa up kelanjutan tentang kasus ini ya, biar semua pada paham bahwa kejahatan ini tuh udh kelewatan"
@shabirahumbo9801,2025-03-12T13:36:22Z,Chiild grooming 😢
@griffinina,2025-03-12T13:35:02Z,"Pas banget baru aja denger tentang ini di sosmed lain. Bingung banget tiba-tiba nama Kim Soo-hyun dibawa-bawa. Thanks, Hansol!"
@dedy-z3e,2025-03-12T13:33:39Z,"KSH jangan ikutan bunuh diri ya
dateng aja ke KONOHA nanti jadi artis disini pasti laku.
(begitu mungkin kata orng orang pemuja ketamvanan)"
@XenoExpert,2025-03-12T13:32:43Z,"gw memang gak suka drakor gitu, tapi gw pernah nonton drama yang di bintangi tuh orang. pas liat mukanya jaa dah kliatan njir teng*L wkwkw."
@tonywawan4859,2025-03-12T13:32:43Z,"Knetz dan kim soo hyun sama2 telah membunuh kim sae ron secara tidak langsung, Netizen yg dulu hujat kim sae ron sekarang menghujat kim soo hyun kalian sama2 biadabnya anjg, bgsat kalian semoga dilaknat hidup kalian sama Tuhan, gara2 netizen yg hujat kim sae ron ga bisa berkarier dan ga bisa bayar hutangnya, sehina hinanya makhluk hidup adalah netizen yg hujat  kim sae ron, netizen bangst kaliaan!"
@marinesabila6847,2025-03-12T13:31:46Z,ada lagi keluar tadi 2 fotonyaa😮🥹
@racheldug2446,2025-03-12T13:30:36Z,Ramadhan ini memutuskan uninstal smw sosmed (kcuali yt & wa). Baru juga 12 hari udah ada berita yg WOW sungguh menyayat hati 🥲 berat skali hidupnya KSR
@Vouzmevoyez_46,2025-03-12T13:27:06Z,"Update terbaru nih mas hansol‼️ternyata semua rumor/berita negatif tentang aktris seo ye ji, kayak dia kasar sama staf dan nge-bully teman sekolah, itu bohong. ternyata, agensi aktris seo ye ji sendiri, Gold Medalist, yang nyebarin rumor itu buat ngelindungin Kim Soo Hyun. Kasihan banget seo ye ji cuma dijadiin tameng buat ngelindungin pedopil itu😭"
@Irisheliotrope,2025-03-12T13:26:36Z,Do min joon kamu kok gitu sihhh 😢
@ichaseptiana425,2025-03-12T13:26:14Z,Woonbin pasti tahu sesuatu
@SitiRodiyah-kq7xg,2025-03-12T13:25:35Z,Akhirnya mas hansol bawain berita ini❤❤❤
@XYZryo69,2025-03-12T13:24:37Z,"Turut berdukacita atas meninggalnya Kim sae ron.
Yang saya bingung tiap lihat berita artis Korea bundir, dimanakah keluarga mereka atau sahabat2 mereka?
Kok bisa benar2 se sendiri itu menghadapi masalah...
Kemana orang2 terdekat mereka? 😢"
@ichaseptiana425,2025-03-12T13:24:25Z,Sampe segitu nya artis besar cari kerja
@gustinasafitri4887,2025-03-12T13:23:31Z,Nunggu banget  bahas pernyataan dispatch hari ini
@ato19sipkiu,2025-03-12T13:18:58Z,Menunggu part 2 😂
@momentepic5258,2025-03-12T13:18:31Z,Yg pasti korban belum bsa move on. Parah mie so hun anak orang di bikin depresi dan bunuh diri udh tau gaada penghasilan semenjak kasus maboknya di denda 8 milyar dan hidupnya di tekan sana sini segitu takutnya kebongkar di publik
@Dunia.timnas.indonesia,2025-03-12T13:18:14Z,"yang cowok mirip artis cewek yang dibilang ""nyai nyai"" itu yang jatuh cinta sama dokter itu"
@Siti.hajar004,2025-03-12T13:17:11Z,"Patah hatiku sama kasus saeron dan soo hyun ini lebih ke… dia cinta pertama sae ron loh, pas lagi mengalami kesulitan tapi gak ada disamping, dispam call gak jawab, bener2 ngilang ditelan bumi, gimana bisa cinta pertama se asing itu pas kita lagi dalam kesulitan apalagi nuntut pengadilan tentang uang 8M tanpa ada toleransi nyicil. Lebih ke rasa kecewa sentimentil, kok bisa ya orang yg dulu kita cinta se tidak peduli itu."
@qianadrafirdiansyah1024,2025-03-12T13:16:50Z,"Kaget denger berita ini. Mau ga percaya tp semuanya kok serba kebetulan dan nyambung?  Bener² semua mengarah ke kim soo hyun ... Gw mulai suka KSH karna Qot. Sebelomnya liat drama² dy itu gw ngerasa  b aja.  Dan sekarang denger kasus kek gini , gw bener² speechless deh."
@Grape_kit765,2025-03-12T13:16:49Z,Sejauh ini tetap won bin yg paling keren
@yunidewi9062,2025-03-12T13:16:42Z,Kacau banget 😭😭
@AlikahXBliss,2025-03-12T13:14:48Z,Udah ada lanjutan lagi Mas Hansol. Ada surat2 KSH buat KSR.
@ulipangaribuan4974,2025-03-12T13:13:47Z,"Klo di drakor aja peran perannya ""membela kebenaran smpe tuntas"" tapi dikehidupan nyata, aktor dan aktrisnya pada takut bersuara"
@BlueWithoutBiu,2025-03-12T13:13:38Z,"Mas Hansol bakal bahas tentang Wheesung jg kah? Rest in love, Wheesung-nim 😭🤍🙏🏼"
@moodyoungk,2025-03-12T13:12:50Z,Coba mas pt 2 after dispatch kasih keterangan
@ulipangaribuan4974,2025-03-12T13:12:46Z,"Sedihnya aktor aktor dan aktris aktris lainnya tiap ada yg bundir ko pada diem ya😢, ga ada gitu seruan #antibully #antibundir plissss ini darurat kemanusiaan ini korea ya Tuhan😭,,bener bener negara yg sangat ""selfish"""
@renekakishina8176,2025-03-12T13:12:24Z,kak kalau bisa suggested bahas Attez woo and san soal kedekatan meerka kelihatannya menarik
@terserah1704,2025-03-12T13:12:23Z,"Tuhan memberikan kehidupan, tp manusia itu sendiri yg mengakhiri hidupnya. disitu aja udh bs menilai org sprti apa dia"
@MrTee986,2025-03-12T13:07:16Z,"Suka KSR sejak masih bocil..kebetulan kok nda pernah tertarik nonton drama KSH, g pernah berhasil tamat. jadi pasti gw berat ke KSR.

yg ditabrak KSR box listrik dan tdk ada korban jiwa. Ya, betul..KSR salah, krn DUI.. tapi sepertinya punya itikad baik, kok dibikin depresi bangett sampek bundir.. kasian.. 

Disini lho, bbrp kali subuh2x manusia2x mabok pulang dugem nabrak orang sampe mati. sungguh menyebalkan. mbuh gimana kabarnya, g yakin aku mereka sampe bundir. walaupun viral juga..

BTW, aku merasa walaupun dalam kondisi yg depresi dan sedih, KSR tetep keren, bisa menulis dg baik.. menahan diri g bikin heboh, berusaha bertahan cari solusi, kuat sejak dini.. sampai akhirnya ya.. heart broken banget.."
@putusarinsaraswati2499,2025-03-12T13:06:56Z,Foto2 berikutnya udah keluar.. ya ampun senempel ituuu
@banggoman7371,2025-03-12T13:06:30Z,Aku yakin seyakin2nya yg diomongin tantenya bener sedangkan kim so hyun ga datang karena statusnya sebagai mantan alm.
@Mikotokunn,2025-03-12T13:06:23Z,AKUNNN LEE JINHOOO MANAQQAAAA
@MuliasantiSuryani-im7hu,2025-03-12T13:05:43Z,"Oppa,,bahas lagi dong part selanjutnya"
@adventurerke,2025-03-12T13:05:01Z,"ada lg info2 baru di twt:
1. katanya wonbin nawarin bayarin utangnya saeron semuanya, tp ditolak sama kim soohyun, jd ini bukan soal uang, tp soohyun emg mau bikin saeron stress aja. 
2. kim soohyun jg terkait sama awal2nya sulli dibenci krn mrk di film berdua, yg dibenci cuma sulli terus dia ga pernah belain, waktu sulli meninggal jg si soohyun ga pernah dtg ke pemakamannya, pdhl kerja bareng. 
3. ada jg postingnya cyworld dulu bgt dia bilang pengen bikin cewe menderita sampe si cewe ini pengen meninggal. jahat bgt dan bener2 kesampean cita2 dia
4. ternyata banyak blind item dia dr dulu psikopat dan pedofil
5. dia skrng sibuk hapus2in artikel, di korea diem bgt isu ini, naver comment dll di matiin jg, pdhl klo seleb cewe yg lg dibenci abis2an, naver comment ga pernah dimatiin..."
@kihahu,2025-03-12T13:04:24Z,Wah apakah bisa turun nih pamor KSH setelah ini😮
@Mikotokunn,2025-03-12T13:03:46Z,LEE JINHOOOOOOOO... KONNNNTTTTTTT
@mhrnr,2025-03-12T13:03:02Z,"Makasih mas hansol dan tim udah bekerja keras buat bikin video ini, keliatan dari banyak typo pasti buru2 ya mas 🥹 semangat!! ❤"
@vitav7387,2025-03-12T13:01:03Z,Tp apa ortunya gak nyegah ya waktu anaknya pacaran diusia 15th apalagi dgn org yg jauh sekali umurnya.🤔🤔
@angelinasamanthawijaya7216,2025-03-12T13:00:00Z,"ada lagu proof baru t___t, surat yg dri ksh ke kim saeron 😭😭😡😡🫵🫵"
@Pujytuty,2025-03-12T12:58:27Z,"Gak bisa ngebayangin tertekannya Saeron sampai dia memutuskan untuk MD, dia di grooming setelah itu hancur 😢"
@imeldaadl5693,2025-03-12T12:58:26Z,kok pas kasus taeil ga dibikinin konten mas?
@artsyhyd,2025-03-12T12:57:39Z,"Zaman now musti hati2 apalagi kalo wajah cakep, banyak duit, punya power, bisa aja banyak busuknya jg. Dia mengencani si cwe pas yg cwe baru umur 15 taon itu mau udah sifat & perbuatan pedophile! Ckckckckkk! Jangan bilang suka sama suka yah, krn yg cwe umur segitu masih minor alias anak2, harusnya si cwo bisa nahan diri! Dari sana aja keliatan cwo ga bener!!!"
@nathaniasally,2025-03-12T12:57:05Z,"Andaikan dulu pas masih di YG saeron ga ketemu soohyun. Pdhl dulu pas masih di YG karirnya cemerlang bgt. Ya utk menyetir dlm keadaan mabuk itu emg salah dirinya sendiri sih. Mau dikata apa, nasi udh jadi bubur.."
@cancergirl-o2d,2025-03-12T12:54:30Z,"Anak semanis, sebaik itu harus habis di tangan laki"" sebrengsek dia 🥺"
@putriwardani2341,2025-03-12T12:54:27Z,Jahat banget cow nya cuma uang segitu kok yah dia aktor ternama gitu loh.ya ampun jahat banget.mampus loe cow pengecut
@taejentaejen3790,2025-03-12T12:54:07Z,"Klo dikasus ini, terlepas dr kesalahannya KSR ada itikad baik mau melunasi hutangnya walaupun sedikit demi sedikit..bahkan dia yg menghubungi/ ngejar².  Nah klo di KONOHA, MANA ADA ORG YG NGUTANG NGEJAR² BILANG PENGEN BALIKIN,,BEHHH...BORO² BILANG MAAF BLM BISA BALIKIN UTANGNYA..MALAH YG NGUTANGIN DI BLOK! HESSSSS JANNNNN.. duh jd curhat."
@TemanBerkebun_89,2025-03-12T12:53:40Z,"KSR jatuh cinta dgn laki2 yg salah,,cinta dan eksploitasi campur aduk. Pas kena skandal DUI terpuruk,baru mau bangkit disuruh bayar utang sama GM. So sad😢"
@jj-hi4re,2025-03-12T12:53:28Z,dari si KSH aktor bayaran termahal aja aku udh kek ogah2an nonton dia
@RinaMnanu-b4p,2025-03-12T12:53:26Z,Ditunggu😊
@diannovi196,2025-03-12T12:52:46Z,Berita yg ku tunggu
@menyimak2x,2025-03-12T12:51:39Z,Om KSH bejat juga ternyata kukira foto yang ku lihat beberapa waktu lalu cmn sekedar kekaguman KSR ke KSH ternyata...
@speedpoci2417,2025-03-12T12:50:22Z,"Aku ga ngikutin siapapun dari aktor drakor, tapi aku tau kim Saeron dari sebelum covid gara-gara visualnya soft begitu. Dan pas aku denger ini, sedihhhh banget, cuma kalau di bilang sayang banget karena ini baru di ungkap saat mendiang sudah meninggal, aku rasa dengan up ini ketika ia masih ada tentu tekanan yang dia terima bakal lebih parah karena dianggap caper.. Pokoknya yang ketauan bela KSH kita gebuk rame-rame lalu kita polisikan"
@hernimitaher7135,2025-03-12T12:49:55Z,"Kebanyakan laki2 korsel emang brengsek, berbanding lurus dgn survey dimana laki2 korsel menduduki peringkat pertama suka selingkuh, nah para kpop pemburu oppa2 belajarlah dari  kasus KSR jika cowok2 korsel itu tidak semanis KDrama, sangat empati dgn KSR masih muda minim pengalaman ketemu laki2 yg memanfaatkan kepolosannya, dan KSH silaki2 brengsek semoga mendapatkan karma yg setimpal atas perbuatannya, KSR semoga kamu tenang dan bahagian dalam tidur panjangmu dan keluarganya diberikan kekuatan."
@kkdlvry,2025-03-12T12:49:22Z,"buset bener"" vilain si somen berasa nonton drakor real life 🥲🥲🥲🥲"
@anitaanjarsari3808,2025-03-12T12:48:40Z,"Di indo nabrak orang aja madih bisa jadi artis,kejam babfet knet klo hujat ya"
@daralhita6265,2025-03-12T12:48:01Z,Kim sae ron pacaran pas umur 15 th. Dulu gue umur 16 th juga pacaran sama cowo yg 8 th lebih tua apakah termasuk pedofil?? Tapi selera orang kan beda2 ada yg suka sama cowo yg lebih tua
@jeonmygoogie,2025-03-12T12:47:24Z,"Dia ni fix ada gangguan jiwa, entah NPD atau apapun itu, karena nggak berperasaan, terus manipulatif juga, sukaliat orang lain sengsara pokoknya, nggak maen2 sampe korbannya stress terus b*nd*r 

Dia nolak wonbin knp sih? Emg shibal sekiya ksh ini"
@geralinaanggariany8522,2025-03-12T12:47:18Z,"Kasihan Kim Saeron. Seperti habis manis sepah dibuang....
Rest In Peace, Kim Saeron. Semoga tenang dan damai di sana ya...."
@bellaramazahra7150,2025-03-12T12:47:18Z,"Review  REDSPARK  "" JUNG KWANG JANG"" DAN MEGA DONKKK KK"
@yourcandy614,2025-03-12T12:43:31Z,aslinya memang bejat banget kim soohyun ini
@virgi856,2025-03-12T12:43:12Z,Kim somen tidak selugu mukanya
@JS-fw1ip,2025-03-12T12:42:48Z,16 tahun bukannya bukan minor yah berdasarkan hukum korea?.
@mayesanoona1696,2025-03-12T12:40:48Z,"Di korea perempuan tdk dianggap sama pentingnya dg laki2 ya kasian  korban n keluarganya, semoga pelaku dpt balasan yg setimpal"
@minoyrink1352,2025-03-12T12:40:44Z,Kalau ada issue di korea emang paling bener nangkring di chanel korea roemit..
@yantiflorida2808,2025-03-12T12:39:28Z,Org korea ternyata gak sebaik yg kukira
@febbyerasty4012,2025-03-12T12:39:01Z,Sedih ke ungkap saat org ny udah ga ada😢
@andreasjulius6877,2025-03-12T12:36:55Z,Ingat Guys yg greenflag cmn Yoo Jae Suk wkkwkwkwkkw
@Farzeen-m5q,2025-03-12T12:36:46Z,"ngeri juga ini psikopat+pedo kim soo hyun, udah bunuh 2 cewe sulli dan kim saeron"
@punyadivi6985,2025-03-12T12:35:34Z,Jujur udh rada ngerasa red flag sm KSH pas masalah Suli
@najmiunpmhum6244,2025-03-12T12:35:26Z,Dunia artis korea yg mmg luar biasa di luar nurul.. kejam bgt sih namanya.. manusia2 sok imut tp berhati ibl*s!!!
@anaajengchoirunnisa9675,2025-03-12T12:35:18Z,Akhir e upload rek. Makasih mas hansol
