username,published_at,comment,bahasa,comment_clean,tokenized,unique_tokens,remove_stopwords,stemmed,terms
@lolovalen3476,2025-03-12T17:26:56Z,"Ku bingung, sbnrnya KSR salah duluan dr DUI loh, dia sndiri yg salah n masyarakat menghukumkan sosial unt dia. Dia mmg hrs ganti rugi. Msi untung loh agensinya msi bntu byr. Kl ngk dibantu gmn itu ditagih ma korban2. Bs lbh stress lg itu. Knp jd KSH yg di salahin? Soal pacaran itu kan pribadi mereka n putus sblm DUI. Uang ganti rugi jg uang agensi loh bkn uang pribadi KSH. Agensi jg pny prosedur perusahaan yg perlu di patuhi sekalipun KSH yg pny. KSH jg patut tunduk regulasi perusahaan yg sdh dibuat. Kl soal Won Bin mo byrin itu mslh internal mereka yg tdk kita bs ketahui",id,ku bingung sbnrnya ksr salah duluan dari dui loh dia sendiri yang salah n masyarakat menghukumkan sosial unt dia dia memang harus ganti rugi msi untung loh agensinya msi bantu byr kalo enggak dibantu bagaimana itu ditagih sama korban bisa lebih stres lagi itu kenapa jadi kasih yang di salahkan soal pacaran itu kan pribadi mereka n putus sebelum dui uang ganti rugi juga uang agensi loh bukan uang pribadi kasih agensi juga punya prosedur perusahaan yang perlu di patuhi sekalipun kasih yang punya kasih juga patut tunduk regulasi perusahaan yang sudah dibuat kalo soal won bin mau byrin itu masalah internal mereka yang tidak kita bisa ketahui,"['ku', 'bingung', 'sbnrnya', 'ksr', 'salah', 'duluan', 'dari', 'dui', 'loh', 'dia', 'sendiri', 'yang', 'salah', 'n', 'masyarakat', 'menghukumkan', 'sosial', 'unt', 'dia', 'dia', 'memang', 'harus', 'ganti', 'rugi', 'msi', 'untung', 'loh', 'agensinya', 'msi', 'bantu', 'byr', 'kalo', 'enggak', 'dibantu', 'bagaimana', 'itu', 'ditagih', 'sama', 'korban', 'bisa', 'lebih', 'stres', 'lagi', 'itu', 'kenapa', 'jadi', 'kasih', 'yang', 'di', 'salahkan', 'soal', 'pacaran', 'itu', 'kan', 'pribadi', 'mereka', 'n', 'putus', 'sebelum', 'dui', 'uang', 'ganti', 'rugi', 'juga', 'uang', 'agensi', 'loh', 'bukan', 'uang', 'pribadi', 'kasih', 'agensi', 'juga', 'punya', 'prosedur', 'perusahaan', 'yang', 'perlu', 'di', 'patuhi', 'sekalipun', 'kasih', 'yang', 'punya', 'kasih', 'juga', 'patut', 'tunduk', 'regulasi', 'perusahaan', 'yang', 'sudah', 'dibuat', 'kalo', 'soal', 'won', 'bin', 'mau', 'byrin', 'itu', 'masalah', 'internal', 'mereka', 'yang', 'tidak', 'kita', 'bisa', 'ketahui']","['harus', 'ditagih', 'sekalipun', 'perlu', 'ksr', 'memang', 'dia', 'korban', 'agensi', 'duluan', 'masalah', 'agensinya', 'dui', 'kenapa', 'tidak', 'lebih', 'dari', 'bantu', 'dibantu', 'bin', 'enggak', 'pribadi', 'juga', 'unt', 'sama', 'salahkan', 'tunduk', 'regulasi', 'sbnrnya', 'sendiri', 'kalo', 'kasih', 'mereka', 'sebelum', 'kita', 'jadi', 'untung', 'patut', 'msi', 'prosedur', 'masyarakat', 'putus', 'dibuat', 'ku', 'n', 'loh', 'ketahui', 'won', 'kan', 'rugi', 'menghukumkan', 'stres', 'mau', 'bingung', 'ganti', 'di', 'perusahaan', 'soal', 'punya', 'internal', 'yang', 'lagi', 'sosial', 'bisa', 'salah', 'pacaran', 'itu', 'bukan', 'uang', 'patuhi', 'byrin', 'bagaimana', 'sudah', 'byr']","['ditagih', 'ksr', 'korban', 'agensi', 'duluan', 'agensinya', 'dui', 'bantu', 'dibantu', 'bin', 'pribadi', 'unt', 'salahkan', 'tunduk', 'regulasi', 'sbnrnya', 'kalo', 'kasih', 'untung', 'patut', 'msi', 'prosedur', 'masyarakat', 'putus', 'ku', 'n', 'loh', 'ketahui', 'won', 'rugi', 'menghukumkan', 'stres', 'bingung', 'ganti', 'perusahaan', 'internal', 'sosial', 'salah', 'pacaran', 'uang', 'patuhi', 'byrin', 'byr']","['tagih', 'ksr', 'korban', 'agens', 'duluan', 'agens', 'dui', 'bantu', 'bantu', 'bin', 'pribadi', 'unt', 'salah', 'tunduk', 'regulasi', 'sbnrnya', 'kalo', 'kasih', 'untung', 'patut', 'msi', 'prosedur', 'masyarakat', 'putus', 'ku', 'n', 'loh', 'tahu', 'won', 'rugi', 'hukum', 'stres', 'bingung', 'ganti', 'usaha', 'internal', 'sosial', 'salah', 'pacar', 'uang', 'patuh', 'byrin', 'byr']",tagih ksr korban agens duluan agens dui bantu bantu bin pribadi unt salah tunduk regulasi sbnrnya kalo kasih untung patut msi prosedur masyarakat putus ku n loh tahu won rugi hukum stres bingung ganti usaha internal sosial salah pacar uang patuh byrin byr
@mariachrist5869,2025-03-12T17:15:19Z,"Paling benci sama orang mabok trus nyetir mobil. Once org mabok, dia udah jd killing machine. Capek kasihan sama orang egois. Semua orang paham kalau miras mengambil alih kesadaran. Malah sengaja nyetir. 
Giliran diminta ganti rugi baru deh minta dikasihani, minta tenggat waktulah. 
Apalagi kalau masalah ganti ruginya lancar wah bisa diulang2 lagi nyetir maboknya.
Daripada di kemudian hari yg ditabrak malah orang2 yg ga berdosa, udah baguslah itu dia yg mati.",id,paling benci sama orang mabok terus nyetir mobil once orang mabok dia sudah jadi killing machine capek kasihan sama orang egois semua orang paham kalau miras mengambil alih kesadaran malah sengaja nyetir giliran diminta ganti rugi baru deh meminta dikasihani meminta tenggat waktulah apalagi kalau masalah ganti ruginya lancar wah bisa diulang lagi nyetir maboknya daripada di kemudian hari yang ditabrak malah orang yang enggak berdosa sudah baguslah itu dia yang mati,"['paling', 'benci', 'sama', 'orang', 'mabok', 'terus', 'nyetir', 'mobil', 'once', 'orang', 'mabok', 'dia', 'sudah', 'jadi', 'killing', 'machine', 'capek', 'kasihan', 'sama', 'orang', 'egois', 'semua', 'orang', 'paham', 'kalau', 'miras', 'mengambil', 'alih', 'kesadaran', 'malah', 'sengaja', 'nyetir', 'giliran', 'diminta', 'ganti', 'rugi', 'baru', 'deh', 'meminta', 'dikasihani', 'meminta', 'tenggat', 'waktulah', 'apalagi', 'kalau', 'masalah', 'ganti', 'ruginya', 'lancar', 'wah', 'bisa', 'diulang', 'lagi', 'nyetir', 'maboknya', 'daripada', 'di', 'kemudian', 'hari', 'yang', 'ditabrak', 'malah', 'orang', 'yang', 'enggak', 'berdosa', 'sudah', 'baguslah', 'itu', 'dia', 'yang', 'mati']","['diulang', 'orang', 'dia', 'maboknya', 'masalah', 'hari', 'ruginya', 'berdosa', 'enggak', 'sama', 'malah', 'sengaja', 'tenggat', 'capek', 'alih', 'wah', 'giliran', 'terus', 'paling', 'diminta', 'ditabrak', 'paham', 'kalau', 'jadi', 'mobil', 'egois', 'kesadaran', 'waktulah', 'mengambil', 'miras', 'apalagi', 'once', 'mabok', 'semua', 'dikasihani', 'machine', 'killing', 'rugi', 'kasihan', 'ganti', 'daripada', 'nyetir', 'di', 'benci', 'yang', 'baru', 'lagi', 'bisa', 'itu', 'deh', 'lancar', 'kemudian', 'meminta', 'sudah', 'baguslah', 'mati']","['diulang', 'orang', 'maboknya', 'ruginya', 'berdosa', 'sengaja', 'tenggat', 'capek', 'alih', 'giliran', 'ditabrak', 'paham', 'mobil', 'egois', 'kesadaran', 'waktulah', 'mengambil', 'miras', 'once', 'mabok', 'dikasihani', 'machine', 'killing', 'rugi', 'kasihan', 'ganti', 'nyetir', 'benci', 'deh', 'lancar', 'baguslah', 'mati']","['ulang', 'orang', 'maboknya', 'rugi', 'dosa', 'sengaja', 'tenggat', 'capek', 'alih', 'gilir', 'tabrak', 'paham', 'mobil', 'egois', 'sadar', 'waktu', 'ambil', 'miras', 'once', 'mabok', 'kasihan', 'machine', 'killing', 'rugi', 'kasihan', 'ganti', 'nyetir', 'benci', 'deh', 'lancar', 'bagus', 'mati']",ulang orang maboknya rugi dosa sengaja tenggat capek alih gilir tabrak paham mobil egois sadar waktu ambil miras once mabok kasihan machine killing rugi kasihan ganti nyetir benci deh lancar bagus mati
@DianApriyani-zp3yx,2025-03-12T17:11:04Z,Ini lebih merinding dari cerita rindingdong mas,id,ini lebih merinding dari cerita rindingdong mas,"['ini', 'lebih', 'merinding', 'dari', 'cerita', 'rindingdong', 'mas']","['merinding', 'rindingdong', 'mas', 'ini', 'lebih', 'dari', 'cerita']","['merinding', 'rindingdong', 'mas', 'cerita']","['merinding', 'rindingdong', 'mas', 'cerita']",merinding rindingdong mas cerita
@ignaciaeda,2025-03-12T17:10:26Z,"Dasar para netizen munafik, dulu pas saeron kena kasus tabrak lari, dia dah minta maaf, nebus kesalahan, tp para netizen tetep caci maki hujat dia abis2an, ampe dia ga bs maen drama ato film lagi, karirnya bener2 diancurin ama ketikan jempol2 mereka, coba mereka2 ga begitu ke saeron, dia pasti bisa bangkit lagi, bisa kerja, bisa kumpulin duit dan LUNASIN UTANGNYA WOI....ga stress dll.....sekarang udah begini sok2 belain saeron CUIH....",id,dasar para netizen munafik dulu pas saeron kena kasus tabrak lari dia deh meminta maaf nebus kesalahan tapi para netizen tetap caci maki hujat dia abisan sampai dia enggak bisa main drama atau film lagi karirnya benar diancurin sama ketikan jempol mereka coba mereka enggak begitu ke saeron dia pasti bisa bangkit lagi bisa kerja bisa kumpulin duit dan lunasin utangnya woiga stres dllsekarang sudah begini sok membela saeron cuih,"['dasar', 'para', 'netizen', 'munafik', 'dulu', 'pas', 'saeron', 'kena', 'kasus', 'tabrak', 'lari', 'dia', 'deh', 'meminta', 'maaf', 'nebus', 'kesalahan', 'tapi', 'para', 'netizen', 'tetap', 'caci', 'maki', 'hujat', 'dia', 'abisan', 'sampai', 'dia', 'enggak', 'bisa', 'main', 'drama', 'atau', 'film', 'lagi', 'karirnya', 'benar', 'diancurin', 'sama', 'ketikan', 'jempol', 'mereka', 'coba', 'mereka', 'enggak', 'begitu', 'ke', 'saeron', 'dia', 'pasti', 'bisa', 'bangkit', 'lagi', 'bisa', 'kerja', 'bisa', 'kumpulin', 'duit', 'dan', 'lunasin', 'utangnya', 'woiga', 'stres', 'dllsekarang', 'sudah', 'begini', 'sok', 'membela', 'saeron', 'cuih']","['kumpulin', 'hujat', 'ke', 'kena', 'dia', 'dulu', 'begitu', 'begini', 'cuih', 'netizen', 'bangkit', 'enggak', 'kasus', 'main', 'sama', 'dan', 'jempol', 'pasti', 'mereka', 'caci', 'kesalahan', 'coba', 'lari', 'tetap', 'diancurin', 'saeron', 'utangnya', 'pas', 'sok', 'para', 'abisan', 'film', 'dllsekarang', 'maaf', 'ketikan', 'tapi', 'duit', 'lunasin', 'stres', 'tabrak', 'dasar', 'drama', 'kerja', 'nebus', 'membela', 'maki', 'sampai', 'benar', 'lagi', 'karirnya', 'bisa', 'deh', 'atau', 'meminta', 'sudah', 'woiga', 'munafik']","['kumpulin', 'hujat', 'kena', 'cuih', 'netizen', 'bangkit', 'main', 'jempol', 'caci', 'kesalahan', 'coba', 'lari', 'diancurin', 'saeron', 'utangnya', 'pas', 'sok', 'abisan', 'film', 'dllsekarang', 'maaf', 'ketikan', 'duit', 'lunasin', 'stres', 'tabrak', 'dasar', 'drama', 'kerja', 'nebus', 'membela', 'maki', 'karirnya', 'deh', 'woiga', 'munafik']","['kumpulin', 'hujat', 'kena', 'cuih', 'netizen', 'bangkit', 'main', 'jempol', 'caci', 'salah', 'coba', 'lari', 'diancurin', 'saeron', 'utang', 'pas', 'sok', 'abis', 'film', 'dllsekarang', 'maaf', 'keti', 'duit', 'lunasin', 'stres', 'tabrak', 'dasar', 'drama', 'kerja', 'nebus', 'bela', 'maki', 'karirnya', 'deh', 'woiga', 'munafik']",kumpulin hujat kena cuih netizen bangkit main jempol caci salah coba lari diancurin saeron utang pas sok abis film dllsekarang maaf keti duit lunasin stres tabrak dasar drama kerja nebus bela maki karirnya deh woiga munafik
@lolovalen3476,2025-03-12T17:10:10Z,"Maaf saya bkn bela KSH, tp ini semua bermulai dr KSR yg DUI,  semua artis korea sdh tau kan konsekuensi kl melakukan kesalahan knp dia masi melakukan kesalahan itu, kl tdk ad DUI ngk bkl dia terpojok dan krisis financial. Tdk akan stress mental dan bunuh diri.",id,maaf saya bukan bela kasih tapi ini semua bermulai dari ksr yang dui semua artis korea sudah tau kan konsekuensi kalo melakukan kesalahan kenapa dia masih melakukan kesalahan itu kalo tidak ada dui enggak bkl dia terpojok dan krisis financial tidak akan stres mental dan bunuh diri,"['maaf', 'saya', 'bukan', 'bela', 'kasih', 'tapi', 'ini', 'semua', 'bermulai', 'dari', 'ksr', 'yang', 'dui', 'semua', 'artis', 'korea', 'sudah', 'tau', 'kan', 'konsekuensi', 'kalo', 'melakukan', 'kesalahan', 'kenapa', 'dia', 'masih', 'melakukan', 'kesalahan', 'itu', 'kalo', 'tidak', 'ada', 'dui', 'enggak', 'bkl', 'dia', 'terpojok', 'dan', 'krisis', 'financial', 'tidak', 'akan', 'stres', 'mental', 'dan', 'bunuh', 'diri']","['artis', 'ksr', 'dia', 'akan', 'tau', 'dui', 'korea', 'kenapa', 'tidak', 'dari', 'enggak', 'masih', 'dan', 'bunuh', 'kalo', 'kasih', 'kesalahan', 'diri', 'bela', 'bermulai', 'financial', 'saya', 'terpojok', 'maaf', 'semua', 'tapi', 'mental', 'kan', 'stres', 'yang', 'konsekuensi', 'melakukan', 'ada', 'ini', 'bukan', 'itu', 'bkl', 'krisis', 'sudah']","['artis', 'ksr', 'tau', 'dui', 'korea', 'bunuh', 'kalo', 'kasih', 'kesalahan', 'bela', 'bermulai', 'financial', 'terpojok', 'maaf', 'mental', 'stres', 'konsekuensi', 'bkl', 'krisis']","['artis', 'ksr', 'tau', 'dui', 'korea', 'bunuh', 'kalo', 'kasih', 'salah', 'bela', 'mula', 'financial', 'pojok', 'maaf', 'mental', 'stres', 'konsekuensi', 'bkl', 'krisis']",artis ksr tau dui korea bunuh kalo kasih salah bela mula financial pojok maaf mental stres konsekuensi bkl krisis
@MukaKeram,2025-03-12T17:09:11Z,"Gue lagi nonton kaho na pyar hai , kenapa tiba tiba ada ente di home? 😅",id,gue lagi menonton kaho nya pyar hai kenapa tiba tiba ada ente di home,"['gue', 'lagi', 'menonton', 'kaho', 'nya', 'pyar', 'hai', 'kenapa', 'tiba', 'tiba', 'ada', 'ente', 'di', 'home']","['home', 'ente', 'tiba', 'hai', 'pyar', 'ada', 'lagi', 'nya', 'kaho', 'di', 'kenapa', 'menonton', 'gue']","['home', 'ente', 'hai', 'pyar', 'nya', 'kaho', 'menonton', 'gue']","['home', 'ente', 'hai', 'pyar', 'nya', 'kaho', 'tonton', 'gue']",home ente hai pyar nya kaho tonton gue
@frenchfries1696,2025-03-12T17:06:31Z,"Awal 2025 mau rilis drama seri baru doi, mari kita lihat hasilnya...",id,awal mau rilis drama seri baru doi mari kita lihat hasilnya,"['awal', 'mau', 'rilis', 'drama', 'seri', 'baru', 'doi', 'mari', 'kita', 'lihat', 'hasilnya']","['mari', 'seri', 'rilis', 'baru', 'awal', 'kita', 'hasilnya', 'mau', 'doi', 'lihat', 'drama']","['seri', 'rilis', 'hasilnya', 'doi', 'lihat', 'drama']","['seri', 'rilis', 'hasil', 'doi', 'lihat', 'drama']",seri rilis hasil doi lihat drama
@MrHungguan,2025-03-12T17:00:33Z,"hal yg buat wonbin pensiun  jadi petani dan modeling aja ya karena toxicnya entertainment korea,anehnya kenapa nih bocil ga bener2 minta bantuan ahjusi wonbin hmmm malah mokad duluan",id,hal yang buat wonbin pensiun jadi petani dan modeling saja ya karena toxicnya entertainment koreaanehnya kenapa nih bocil enggak benar meminta bantuan ahjusi wonbin hmmm malah mokad duluan,"['hal', 'yang', 'buat', 'wonbin', 'pensiun', 'jadi', 'petani', 'dan', 'modeling', 'saja', 'ya', 'karena', 'toxicnya', 'entertainment', 'koreaanehnya', 'kenapa', 'nih', 'bocil', 'enggak', 'benar', 'meminta', 'bantuan', 'ahjusi', 'wonbin', 'hmmm', 'malah', 'mokad', 'duluan']","['bocil', 'mokad', 'duluan', 'kenapa', 'toxicnya', 'enggak', 'hal', 'malah', 'dan', 'bantuan', 'koreaanehnya', 'saja', 'petani', 'jadi', 'pensiun', 'entertainment', 'ahjusi', 'karena', 'hmmm', 'ya', 'yang', 'benar', 'modeling', 'nih', 'meminta', 'wonbin', 'buat']","['bocil', 'mokad', 'duluan', 'toxicnya', 'bantuan', 'koreaanehnya', 'petani', 'pensiun', 'entertainment', 'ahjusi', 'hmmm', 'modeling', 'nih', 'wonbin']","['bocil', 'mokad', 'duluan', 'toxicnya', 'bantu', 'koreaanehnya', 'tani', 'pensiun', 'entertainment', 'ahjusi', 'hmmm', 'modeling', 'nih', 'wonbin']",bocil mokad duluan toxicnya bantu koreaanehnya tani pensiun entertainment ahjusi hmmm modeling nih wonbin
@KenzoVlog99,2025-03-12T16:58:01Z,"Yg gw bingung RedFlag udah banyak masih aja dibela , emang dasar tolol sih fans KSH ... Lu lbh percaya org yg ngebantu apa yg dibantu ? Setau gw lbh byk org yg dibantu itu brengsek + ga tau diri !!!!  Kasian KSR sedih frustasi benar2 sudah putus asa ditambah netizen + buzzer bayaran",id,yang gue bingung redflag sudah banyak masih saja dibela memang dasar tolol sih fan kasih lu lebih percaya orang yang membantu apa yang dibantu setau gue lebih banyak orang yang dibantu itu brengsek enggak tau diri kasihan ksr sedih frustasi benar sudah putus asa ditambah netizen buzzer bayaran,"['yang', 'gue', 'bingung', 'redflag', 'sudah', 'banyak', 'masih', 'saja', 'dibela', 'memang', 'dasar', 'tolol', 'sih', 'fan', 'kasih', 'lu', 'lebih', 'percaya', 'orang', 'yang', 'membantu', 'apa', 'yang', 'dibantu', 'setau', 'gue', 'lebih', 'banyak', 'orang', 'yang', 'dibantu', 'itu', 'brengsek', 'enggak', 'tau', 'diri', 'kasihan', 'ksr', 'sedih', 'frustasi', 'benar', 'sudah', 'putus', 'asa', 'ditambah', 'netizen', 'buzzer', 'bayaran']","['redflag', 'orang', 'frustasi', 'ksr', 'memang', 'brengsek', 'tau', 'lebih', 'netizen', 'bayaran', 'dibantu', 'enggak', 'masih', 'dibela', 'banyak', 'saja', 'kasih', 'sedih', 'diri', 'fan', 'putus', 'setau', 'sih', 'percaya', 'membantu', 'buzzer', 'lu', 'dasar', 'kasihan', 'bingung', 'asa', 'tolol', 'yang', 'benar', 'ditambah', 'itu', 'apa', 'sudah', 'gue']","['redflag', 'orang', 'frustasi', 'ksr', 'brengsek', 'tau', 'netizen', 'bayaran', 'dibantu', 'dibela', 'kasih', 'sedih', 'fan', 'putus', 'setau', 'sih', 'percaya', 'membantu', 'buzzer', 'lu', 'dasar', 'kasihan', 'bingung', 'asa', 'tolol', 'ditambah', 'gue']","['redflag', 'orang', 'frustasi', 'ksr', 'brengsek', 'tau', 'netizen', 'bayar', 'bantu', 'bela', 'kasih', 'sedih', 'fan', 'putus', 'tau', 'sih', 'percaya', 'bantu', 'buzzer', 'lu', 'dasar', 'kasihan', 'bingung', 'asa', 'tolol', 'tambah', 'gue']",redflag orang frustasi ksr brengsek tau netizen bayar bantu bela kasih sedih fan putus tau sih percaya bantu buzzer lu dasar kasihan bingung asa tolol tambah gue
@AnitaCarolina-n6f,2025-03-12T16:53:29Z,Gilaaa ni cow hobi anaknkecil udh di pacarin dari SMP trs di manfaatin di rusak mental ya sampe bunuh diri ya alllah,id,gila nih cowok hobi anaknkecil sudah di pacarin dari sampai terus di manfaatin di rusak mental ya sampai bunuh diri ya alllah,"['gila', 'nih', 'cowok', 'hobi', 'anaknkecil', 'sudah', 'di', 'pacarin', 'dari', 'sampai', 'terus', 'di', 'manfaatin', 'di', 'rusak', 'mental', 'ya', 'sampai', 'bunuh', 'diri', 'ya', 'alllah']","['alllah', 'gila', 'dari', 'ya', 'pacarin', 'sudah', 'sampai', 'rusak', 'bunuh', 'terus', 'mental', 'manfaatin', 'nih', 'diri', 'hobi', 'cowok', 'di', 'anaknkecil']","['alllah', 'gila', 'pacarin', 'rusak', 'bunuh', 'mental', 'manfaatin', 'nih', 'hobi', 'cowok', 'anaknkecil']","['alllah', 'gila', 'pacarin', 'rusak', 'bunuh', 'mental', 'manfaatin', 'nih', 'hobi', 'cowok', 'anaknkecil']",alllah gila pacarin rusak bunuh mental manfaatin nih hobi cowok anaknkecil
@sihoneys,2025-03-12T16:51:49Z,"setiap kali ada berita korea/artis korea pasti selalu cari informasinya ke mas hansol, karna bener"" sedetail itu dan mudah dipahamii, thank you mas hansol. 
fly high untuk kim saeron 🤍🥺",id,setiap kali ada berita koreaartis korea pasti selalu cari informasinya ke mas hansol karena benar sedetail itu dan mudah dipahamii thank you mas hansol fly high untuk kim saeron,"['setiap', 'kali', 'ada', 'berita', 'koreaartis', 'korea', 'pasti', 'selalu', 'cari', 'informasinya', 'ke', 'mas', 'hansol', 'karena', 'benar', 'sedetail', 'itu', 'dan', 'mudah', 'dipahamii', 'thank', 'you', 'mas', 'hansol', 'fly', 'high', 'untuk', 'kim', 'saeron']","['setiap', 'ke', 'sedetail', 'korea', 'informasinya', 'dan', 'pasti', 'you', 'koreaartis', 'dipahamii', 'kim', 'saeron', 'untuk', 'mas', 'fly', 'karena', 'berita', 'kali', 'thank', 'cari', 'mudah', 'high', 'ada', 'benar', 'itu', 'selalu', 'hansol']","['sedetail', 'korea', 'informasinya', 'you', 'koreaartis', 'dipahamii', 'kim', 'saeron', 'mas', 'fly', 'berita', 'kali', 'thank', 'cari', 'mudah', 'high', 'hansol']","['detail', 'korea', 'informasi', 'you', 'koreaartis', 'dipahamii', 'kim', 'saeron', 'mas', 'fly', 'berita', 'kali', 'thank', 'cari', 'mudah', 'high', 'hansol']",detail korea informasi you koreaartis dipahamii kim saeron mas fly berita kali thank cari mudah high hansol
@PositiveVibes_4life,2025-03-12T16:40:49Z,KSR polos bgt😢 gila sih ini KSH kamu jahattt bangett.... Setelah melihat apa yg beredar sepertinya lebih percaya dr pihak KSR😢,id,ksr polos banget gila sih ini kasih kamu jahattt banget setelah melihat apa yang beredar sepertinya lebih percaya dari pihak ksr,"['ksr', 'polos', 'banget', 'gila', 'sih', 'ini', 'kasih', 'kamu', 'jahattt', 'banget', 'setelah', 'melihat', 'apa', 'yang', 'beredar', 'sepertinya', 'lebih', 'percaya', 'dari', 'pihak', 'ksr']","['polos', 'ksr', 'kamu', 'sepertinya', 'banget', 'melihat', 'lebih', 'dari', 'kasih', 'jahattt', 'beredar', 'gila', 'sih', 'percaya', 'setelah', 'yang', 'pihak', 'ini', 'apa']","['polos', 'ksr', 'banget', 'kasih', 'jahattt', 'beredar', 'gila', 'sih', 'percaya']","['polos', 'ksr', 'banget', 'kasih', 'jahattt', 'edar', 'gila', 'sih', 'percaya']",polos ksr banget kasih jahattt edar gila sih percaya
@winterputri81,2025-03-12T16:36:40Z,Apa cuma aku yg gak setuju ksh sama jiwoon dl makanya blm nonton dramanya,id,apa cuma aku yang enggak setuju kasih sama jiwoon dulu makanya belum menonton dramanya,"['apa', 'cuma', 'aku', 'yang', 'enggak', 'setuju', 'kasih', 'sama', 'jiwoon', 'dulu', 'makanya', 'belum', 'menonton', 'dramanya']","['sama', 'yang', 'dramanya', 'kasih', 'aku', 'jiwoon', 'dulu', 'apa', 'setuju', 'cuma', 'menonton', 'belum', 'enggak', 'makanya']","['dramanya', 'kasih', 'jiwoon', 'setuju', 'menonton']","['drama', 'kasih', 'jiwoon', 'tuju', 'tonton']",drama kasih jiwoon tuju tonton
@deedee-h5t,2025-03-12T16:30:51Z,Mba Kim padahal ke Indo aja mbaaaaa... gampang dapet 8M cepet diundang sana sini ..,id,mbak kim padahal ke indonesia saja mbaaaaa gampang dapat sama cepat diundang sana sini,"['mbak', 'kim', 'padahal', 'ke', 'indonesia', 'saja', 'mbaaaaa', 'gampang', 'dapat', 'sama', 'cepat', 'diundang', 'sana', 'sini']","['sama', 'padahal', 'mbak', 'ke', 'gampang', 'diundang', 'sana', 'saja', 'cepat', 'sini', 'dapat', 'kim', 'indonesia', 'mbaaaaa']","['mbak', 'gampang', 'diundang', 'cepat', 'kim', 'indonesia', 'mbaaaaa']","['mbak', 'gampang', 'undang', 'cepat', 'kim', 'indonesia', 'mbaaaaa']",mbak gampang undang cepat kim indonesia mbaaaaa
@Ayu_riadi13,2025-03-12T16:30:15Z,exploitasi anak dan perempuan 😮,id,exploitasi anak dan perempuan,"['exploitasi', 'anak', 'dan', 'perempuan']","['dan', 'exploitasi', 'anak', 'perempuan']","['exploitasi', 'anak', 'perempuan']","['exploitasi', 'anak', 'perempuan']",exploitasi anak perempuan
