username,published_at,comment,bahasa,comment_clean,tokenized,unique_tokens,remove_stopwords,stemmed,terms
@mynameisanon,2025-03-12T16:27:36Z,"sedih banget lihat won bin sangat keliatan sedih di pemakaman kim saeron. kalo liat interaksi beliau dulu sama kim saeron pas kecil sudah seperti anak dan ayah. beliau belikan hadiah, laptop, terlihat sayang bgt sama saeron. sampai yang dulu suka ngerokok jadi berhenti karena takut kim saeron merasakan asapnya jadi beliau berhenti merokok padahal dulu won bin heavy smoker. dan katanya datang paling pertama padahal sudah lama gak terlihat lagi, bahkan sosmed ig official gak ada, hidupnya kata tetangga fokus farming/bertani dan udah jarang acting lagi (terakhir taunya jadi bintang iklan produk aja) dan klo betul terlihat paling pertama yg ke pemakaman saeron...terlihat sesayang apa beliau udah seperti bapak atau sosok paman 😭 katanya (baru rumor) juga won bin mau bantu bayar utang saeron itu ya supaya saeron gak kesulitan tapi malah ditolak terus sama kim soohyun & agensinya 😭 kalo betul pasti beliau sedih banget di pemakaman krn ngerasa ga bisa bantu pas itu. aku harap beliau bisa bantu saeron, bagaimanapun caranya untuk menegakkan keadilan.",id,sedih banget lihat won bin sangat kelihatan sedih di pemakaman kim saeron kalo lihat interaksi beliau dulu sama kim saeron pas kecil sudah seperti anak dan ayah beliau belikan hadiah laptop terlihat sayang banget sama saeron sampai yang dulu suka ngerokok jadi berhenti karena takut kim saeron merasakan asapnya jadi beliau berhenti merokok padahal dulu won bin heavy smoker dan katanya datang paling pertama padahal sudah lama enggak terlihat lagi bahkan sosmed ig official enggak ada hidupnya kata tetangga fokus farmingbertani dan sudah jarang acting lagi terakhir taunya jadi bintang iklan produk saja dan kalo betul terlihat paling pertama yang ke pemakaman saeronterlihat sesayang apa beliau sudah seperti bapak atau sosok paman katanya baru rumor juga won bin mau bantu bayar utang saeron itu ya supaya saeron enggak kesulitan tapi malah ditolak terus sama kim soohyun agensinya kalo betul pasti beliau sedih banget di pemakaman karena merasa enggak bisa bantu pas itu aku harap beliau bisa bantu saeron bagaimanapun caranya untuk menegakkan keadilan,"['sedih', 'banget', 'lihat', 'won', 'bin', 'sangat', 'kelihatan', 'sedih', 'di', 'pemakaman', 'kim', 'saeron', 'kalo', 'lihat', 'interaksi', 'beliau', 'dulu', 'sama', 'kim', 'saeron', 'pas', 'kecil', 'sudah', 'seperti', 'anak', 'dan', 'ayah', 'beliau', 'belikan', 'hadiah', 'laptop', 'terlihat', 'sayang', 'banget', 'sama', 'saeron', 'sampai', 'yang', 'dulu', 'suka', 'ngerokok', 'jadi', 'berhenti', 'karena', 'takut', 'kim', 'saeron', 'merasakan', 'asapnya', 'jadi', 'beliau', 'berhenti', 'merokok', 'padahal', 'dulu', 'won', 'bin', 'heavy', 'smoker', 'dan', 'katanya', 'datang', 'paling', 'pertama', 'padahal', 'sudah', 'lama', 'enggak', 'terlihat', 'lagi', 'bahkan', 'sosmed', 'ig', 'official', 'enggak', 'ada', 'hidupnya', 'kata', 'tetangga', 'fokus', 'farmingbertani', 'dan', 'sudah', 'jarang', 'acting', 'lagi', 'terakhir', 'taunya', 'jadi', 'bintang', 'iklan', 'produk', 'saja', 'dan', 'kalo', 'betul', 'terlihat', 'paling', 'pertama', 'yang', 'ke', 'pemakaman', 'saeronterlihat', 'sesayang', 'apa', 'beliau', 'sudah', 'seperti', 'bapak', 'atau', 'sosok', 'paman', 'katanya', 'baru', 'rumor', 'juga', 'won', 'bin', 'mau', 'bantu', 'bayar', 'utang', 'saeron', 'itu', 'ya', 'supaya', 'saeron', 'enggak', 'kesulitan', 'tapi', 'malah', 'ditolak', 'terus', 'sama', 'kim', 'soohyun', 'agensinya', 'kalo', 'betul', 'pasti', 'beliau', 'sedih', 'banget', 'di', 'pemakaman', 'karena', 'merasa', 'enggak', 'bisa', 'bantu', 'pas', 'itu', 'aku', 'harap', 'beliau', 'bisa', 'bantu', 'saeron', 'bagaimanapun', 'caranya', 'untuk', 'menegakkan', 'keadilan']","['kata', 'ayah', 'banget', 'agensinya', 'bantu', 'iklan', 'sama', 'dan', 'smoker', 'katanya', 'kecil', 'kalo', 'tetangga', 'paling', 'jadi', 'saeronterlihat', 'kim', 'seperti', 'bahkan', 'pas', 'laptop', 'merokok', 'terlihat', 'rumor', 'belikan', 'berhenti', 'sosmed', 'yang', 'ada', 'fokus', 'suka', 'takut', 'keadilan', 'bayar', 'bin', 'menegakkan', 'sesayang', 'terus', 'harap', 'hidupnya', 'saeron', 'untuk', 'farmingbertani', 'tapi', 'produk', 'pertama', 'merasakan', 'ya', 'interaksi', 'lagi', 'baru', 'bisa', 'atau', 'bapak', 'ke', 'asapnya', 'bagaimanapun', 'ig', 'kesulitan', 'dulu', 'enggak', 'juga', 'caranya', 'lama', 'paman', 'pasti', 'ditolak', 'betul', 'sosok', 'heavy', 'soohyun', 'karena', 'terakhir', 'aku', 'bintang', 'mau', 'di', 'padahal', 'sampai', 'ngerokok', 'itu', 'apa', 'merasa', 'hadiah', 'anak', 'beliau', 'pemakaman', 'kelihatan', 'malah', 'supaya', 'taunya', 'sedih', 'saja', 'utang', 'lihat', 'sayang', 'jarang', 'won', 'datang', 'official', 'sudah', 'acting', 'sangat']","['ayah', 'banget', 'agensinya', 'bantu', 'iklan', 'smoker', 'kalo', 'tetangga', 'saeronterlihat', 'kim', 'pas', 'laptop', 'merokok', 'rumor', 'belikan', 'berhenti', 'sosmed', 'fokus', 'suka', 'takut', 'keadilan', 'bayar', 'bin', 'menegakkan', 'sesayang', 'harap', 'hidupnya', 'saeron', 'farmingbertani', 'produk', 'merasakan', 'interaksi', 'asapnya', 'ig', 'kesulitan', 'paman', 'ditolak', 'sosok', 'heavy', 'soohyun', 'bintang', 'ngerokok', 'hadiah', 'anak', 'beliau', 'pemakaman', 'taunya', 'sedih', 'utang', 'lihat', 'sayang', 'jarang', 'won', 'official', 'acting']","['ayah', 'banget', 'agens', 'bantu', 'iklan', 'smoker', 'kalo', 'tetangga', 'saeronterlihat', 'kim', 'pas', 'laptop', 'rokok', 'rumor', 'belikan', 'henti', 'sosmed', 'fokus', 'suka', 'takut', 'adil', 'bayar', 'bin', 'tegak', 'sayang', 'harap', 'hidup', 'saeron', 'farmingbertani', 'produk', 'rasa', 'interaksi', 'asap', 'ig', 'sulit', 'paman', 'tolak', 'sosok', 'heavy', 'soohyun', 'bintang', 'ngerokok', 'hadiah', 'anak', 'beliau', 'makam', 'tau', 'sedih', 'utang', 'lihat', 'sayang', 'jarang', 'won', 'official', 'acting']",ayah banget agens bantu iklan smoker kalo tetangga saeronterlihat kim pas laptop rokok rumor belikan henti sosmed fokus suka takut adil bayar bin tegak sayang harap hidup saeron farmingbertani produk rasa interaksi asap ig sulit paman tolak sosok heavy soohyun bintang ngerokok hadiah anak beliau makam tau sedih utang lihat sayang jarang won official acting
@learnabout7753,2025-03-12T16:20:24Z,"Tahun 2025 adalah tahun segala yang terlihat baik dari luar akan kelihatan busuknya, yang menyimpan bangkai akan menyebarkan aromanya.",id,tahun adalah tahun segala yang terlihat baik dari luar akan kelihatan busuknya yang menyimpan bangkai akan menyebarkan aromanya,"['tahun', 'adalah', 'tahun', 'segala', 'yang', 'terlihat', 'baik', 'dari', 'luar', 'akan', 'kelihatan', 'busuknya', 'yang', 'menyimpan', 'bangkai', 'akan', 'menyebarkan', 'aromanya']","['adalah', 'yang', 'kelihatan', 'terlihat', 'tahun', 'akan', 'bangkai', 'aromanya', 'menyimpan', 'baik', 'busuknya', 'dari', 'segala', 'menyebarkan', 'luar']","['bangkai', 'aromanya', 'menyimpan', 'busuknya', 'menyebarkan']","['bangkai', 'aroma', 'simpan', 'busuk', 'sebar']",bangkai aroma simpan busuk sebar
@ibunyarere7079,2025-03-12T16:20:22Z,"Penggemar daun muda akan selamanya menyukai yg muda muda..
Jd kalau pasangannya bertambah tuwir yaaa bs turun tuh kadarnya..   redlfag garis keras 😢😢",id,penggemar daun muda akan selamanya menyukai yang muda muda jadi kalau pasangannya bertambah tuwir ya bisa turun tuh kadarnya redlfag garis keras,"['penggemar', 'daun', 'muda', 'akan', 'selamanya', 'menyukai', 'yang', 'muda', 'muda', 'jadi', 'kalau', 'pasangannya', 'bertambah', 'tuwir', 'ya', 'bisa', 'turun', 'tuh', 'kadarnya', 'redlfag', 'garis', 'keras']","['tuh', 'kadarnya', 'akan', 'muda', 'menyukai', 'kalau', 'jadi', 'pasangannya', 'garis', 'turun', 'daun', 'tuwir', 'redlfag', 'ya', 'yang', 'keras', 'bisa', 'penggemar', 'selamanya', 'bertambah']","['tuh', 'kadarnya', 'muda', 'menyukai', 'pasangannya', 'garis', 'turun', 'daun', 'tuwir', 'redlfag', 'keras', 'penggemar', 'bertambah']","['tuh', 'kadar', 'muda', 'suka', 'pasang', 'garis', 'turun', 'daun', 'tuwir', 'redlfag', 'keras', 'gemar', 'tambah']",tuh kadar muda suka pasang garis turun daun tuwir redlfag keras gemar tambah
@rikibastoni660,2025-03-12T16:17:58Z,"Mas apdet dong berita kelanjutan nya, mau nonton tapi ga ngerti dia ngomong apaan",id,mas apdet dong berita kelanjutan nya mau menonton tapi enggak mengerti dia mengomong apaan,"['mas', 'apdet', 'dong', 'berita', 'kelanjutan', 'nya', 'mau', 'menonton', 'tapi', 'enggak', 'mengerti', 'dia', 'mengomong', 'apaan']","['mengerti', 'mengomong', 'apaan', 'mas', 'apdet', 'dia', 'nya', 'tapi', 'mau', 'menonton', 'berita', 'enggak', 'kelanjutan', 'dong']","['mengerti', 'mengomong', 'mas', 'apdet', 'nya', 'menonton', 'berita', 'kelanjutan']","['erti', 'omong', 'mas', 'apdet', 'nya', 'tonton', 'berita', 'lanjut']",erti omong mas apdet nya tonton berita lanjut
@armyirma3695,2025-03-12T16:08:40Z,Pernah mikir sih gak mungkin gak ada sesuatu Kim saeron mnggal pas ultah terus jg pernah upload foto pasti ada sesuatu.... Gak nyangka sih yg cwo suka cwe di bwh umur suka cwe SMP/SMA pdhl dia udh 27 dan bnyak cwe lain,id,pernah mikir sih enggak mungkin enggak ada sesuatu kim saeron mnggal pas ultah terus juga pernah upload foto pasti ada sesuatu enggak menyangka sih yang cowok suka cewek di bwh umur suka cewek smpsma padahal dia sudah dan banyak cewek lain,"['pernah', 'mikir', 'sih', 'enggak', 'mungkin', 'enggak', 'ada', 'sesuatu', 'kim', 'saeron', 'mnggal', 'pas', 'ultah', 'terus', 'juga', 'pernah', 'upload', 'foto', 'pasti', 'ada', 'sesuatu', 'enggak', 'menyangka', 'sih', 'yang', 'cowok', 'suka', 'cewek', 'di', 'bwh', 'umur', 'suka', 'cewek', 'smpsma', 'padahal', 'dia', 'sudah', 'dan', 'banyak', 'cewek', 'lain']","['suka', 'dia', 'mnggal', 'bwh', 'lain', 'cewek', 'mungkin', 'juga', 'enggak', 'foto', 'dan', 'pasti', 'banyak', 'terus', 'smpsma', 'ultah', 'upload', 'kim', 'saeron', 'pas', 'sih', 'sesuatu', 'pernah', 'di', 'padahal', 'yang', 'menyangka', 'ada', 'sudah', 'cowok', 'umur', 'mikir']","['suka', 'mnggal', 'bwh', 'cewek', 'foto', 'smpsma', 'ultah', 'upload', 'kim', 'saeron', 'pas', 'sih', 'menyangka', 'cowok', 'umur', 'mikir']","['suka', 'mnggal', 'bwh', 'cewek', 'foto', 'smpsma', 'ultah', 'upload', 'kim', 'saeron', 'pas', 'sih', 'sangka', 'cowok', 'umur', 'mikir']",suka mnggal bwh cewek foto smpsma ultah upload kim saeron pas sih sangka cowok umur mikir
@EunbiCha,2025-03-12T16:04:38Z,"Kalo ga salah inget ya, pas awal kasus DUI kan awalnya dibilang saeron sama aktor ternama, tspi tiba tiba mendem dan berganti jadi teman perempuan, setelah ada berita ini, jadi nethink aktor ternama itu si ksh inii 🤧🤧🤧",id,kalo enggak salah ingat ya pas awal kasus dui kan awalnya dibilang saeron sama aktor ternama tspi tiba tiba mendem dan berganti jadi teman perempuan setelah ada berita ini jadi nethink aktor ternama itu sih kasih ini,"['kalo', 'enggak', 'salah', 'ingat', 'ya', 'pas', 'awal', 'kasus', 'dui', 'kan', 'awalnya', 'dibilang', 'saeron', 'sama', 'aktor', 'ternama', 'tspi', 'tiba', 'tiba', 'mendem', 'dan', 'berganti', 'jadi', 'teman', 'perempuan', 'setelah', 'ada', 'berita', 'ini', 'jadi', 'nethink', 'aktor', 'ternama', 'itu', 'sih', 'kasih', 'ini']","['nethink', 'tiba', 'ingat', 'berganti', 'teman', 'dui', 'enggak', 'kasus', 'sama', 'dan', 'kalo', 'kasih', 'ternama', 'jadi', 'perempuan', 'saeron', 'pas', 'sih', 'awalnya', 'dibilang', 'tspi', 'kan', 'berita', 'setelah', 'ya', 'ada', 'salah', 'awal', 'ini', 'itu', 'aktor', 'mendem']","['nethink', 'berganti', 'teman', 'dui', 'kalo', 'kasih', 'ternama', 'perempuan', 'saeron', 'pas', 'sih', 'dibilang', 'tspi', 'berita', 'salah', 'aktor', 'mendem']","['nethink', 'ganti', 'teman', 'dui', 'kalo', 'kasih', 'nama', 'perempuan', 'saeron', 'pas', 'sih', 'bilang', 'tspi', 'berita', 'salah', 'aktor', 'mendem']",nethink ganti teman dui kalo kasih nama perempuan saeron pas sih bilang tspi berita salah aktor mendem
@rezaharuma,2025-03-12T15:55:19Z,"Hukuman dari allah. Emang kuasa allah itu sangat sesuatu, kelar itu karir kim soo hyun. Sedikit demi sedikit fakta akan terungkap.",id,hukuman dari allah memang kuasa allah itu sangat sesuatu kelar itu karir kim soo hyun sedikit demi sedikit fakta akan terungkap,"['hukuman', 'dari', 'allah', 'memang', 'kuasa', 'allah', 'itu', 'sangat', 'sesuatu', 'kelar', 'itu', 'karir', 'kim', 'soo', 'hyun', 'sedikit', 'demi', 'sedikit', 'fakta', 'akan', 'terungkap']","['karir', 'soo', 'demi', 'hyun', 'kuasa', 'memang', 'sedikit', 'akan', 'sesuatu', 'hukuman', 'itu', 'terungkap', 'fakta', 'kelar', 'dari', 'kim', 'sangat', 'allah']","['karir', 'soo', 'hyun', 'kuasa', 'hukuman', 'terungkap', 'fakta', 'kelar', 'kim', 'allah']","['karir', 'soo', 'hyun', 'kuasa', 'hukum', 'ungkap', 'fakta', 'kelar', 'kim', 'allah']",karir soo hyun kuasa hukum ungkap fakta kelar kim allah
@ukhtyardha5815,2025-03-12T15:55:11Z,"Aneh banget beritanya baru di up pas Saeron udh meninggal... 😢
Giliran orangnya masih hidup di bully, eh pas meninggal baru deh dibersihkan namanya..
Terlepas dr semua itu, Kim Somen redflag banget, gak nyangka aku tertipu dengan wajah yang dicitrakan lugu itu 😢😢😢😢",id,aneh banget beritanya baru di up pas saeron sudah meninggal giliran orangnya masih hidup di bully eh pas meninggal baru deh dibersihkan namanya terlepas dari semua itu kim somen redflag banget enggak menyangka aku tertipu dengan wajah yang dicitrakan lugu itu,"['aneh', 'banget', 'beritanya', 'baru', 'di', 'up', 'pas', 'saeron', 'sudah', 'meninggal', 'giliran', 'orangnya', 'masih', 'hidup', 'di', 'bully', 'eh', 'pas', 'meninggal', 'baru', 'deh', 'dibersihkan', 'namanya', 'terlepas', 'dari', 'semua', 'itu', 'kim', 'somen', 'redflag', 'banget', 'enggak', 'menyangka', 'aku', 'tertipu', 'dengan', 'wajah', 'yang', 'dicitrakan', 'lugu', 'itu']","['bully', 'redflag', 'dicitrakan', 'banget', 'lugu', 'dari', 'enggak', 'masih', 'somen', 'tertipu', 'giliran', 'eh', 'wajah', 'kim', 'saeron', 'pas', 'dibersihkan', 'semua', 'terlepas', 'aku', 'meninggal', 'orangnya', 'dengan', 'hidup', 'aneh', 'di', 'yang', 'menyangka', 'namanya', 'baru', 'beritanya', 'itu', 'deh', 'sudah', 'up']","['bully', 'redflag', 'dicitrakan', 'banget', 'lugu', 'somen', 'tertipu', 'giliran', 'eh', 'wajah', 'kim', 'saeron', 'pas', 'dibersihkan', 'terlepas', 'meninggal', 'orangnya', 'hidup', 'aneh', 'menyangka', 'namanya', 'beritanya', 'deh', 'up']","['bully', 'redflag', 'citra', 'banget', 'lugu', 'somen', 'tipu', 'gilir', 'eh', 'wajah', 'kim', 'saeron', 'pas', 'bersih', 'lepas', 'tinggal', 'orang', 'hidup', 'aneh', 'sangka', 'nama', 'berita', 'deh', 'up']",bully redflag citra banget lugu somen tipu gilir eh wajah kim saeron pas bersih lepas tinggal orang hidup aneh sangka nama berita deh up
@BocilRusuhDeanKT-n3b,2025-03-12T15:54:44Z,Ngeriii banget uiiii gila kaya udah Terenvana gitu,id,ngeriii banget uiiii gila kayak sudah terenvana begitu,"['ngeriii', 'banget', 'uiiii', 'gila', 'kayak', 'sudah', 'terenvana', 'begitu']","['gila', 'terenvana', 'sudah', 'uiiii', 'banget', 'kayak', 'begitu', 'ngeriii']","['gila', 'terenvana', 'uiiii', 'banget', 'kayak', 'ngeriii']","['gila', 'terenvana', 'uiiii', 'banget', 'kayak', 'ngeriii']",gila terenvana uiiii banget kayak ngeriii
@medefamily,2025-03-12T15:54:17Z,"Jika emang KSH berbuat seperti itu, dia harus benar2 diadili.",id,jika memang kasih berbuat seperti itu dia harus benar diadili,"['jika', 'memang', 'kasih', 'berbuat', 'seperti', 'itu', 'dia', 'harus', 'benar', 'diadili']","['harus', 'diadili', 'berbuat', 'kasih', 'memang', 'dia', 'benar', 'itu', 'jika', 'seperti']","['diadili', 'berbuat', 'kasih']","['adil', 'buat', 'kasih']",adil buat kasih
@Bellamarch6992,2025-03-12T15:51:00Z,"Siapa pun yg mmbuat dia bgtu putus asa, kelakuan mereka sngt keji sekali. Setiap prbuat buruk akan ada balasannya.",id,siapa pun yang mmbuat dia begitu putus asa kelakuan mereka sangat keji sekali setiap prbuat buruk akan ada balasannya,"['siapa', 'pun', 'yang', 'mmbuat', 'dia', 'begitu', 'putus', 'asa', 'kelakuan', 'mereka', 'sangat', 'keji', 'sekali', 'setiap', 'prbuat', 'buruk', 'akan', 'ada', 'balasannya']","['siapa', 'setiap', 'dia', 'akan', 'begitu', 'mmbuat', 'sekali', 'balasannya', 'mereka', 'buruk', 'putus', 'prbuat', 'asa', 'keji', 'yang', 'kelakuan', 'ada', 'pun', 'sangat']","['mmbuat', 'balasannya', 'buruk', 'putus', 'prbuat', 'asa', 'keji', 'kelakuan']","['mmbuat', 'balas', 'buruk', 'putus', 'prbuat', 'asa', 'keji', 'laku']",mmbuat balas buruk putus prbuat asa keji laku
@indarsuat3300,2025-03-12T15:50:32Z,"Kak hansoll sudah ad update baru lagi tuh, plisss buat video buat jelasin dong, biar kita lebih pahammm 🥺",id,kak hansoll sudah ada update baru lagi tuh plisss buat video buat jelasin dong biar kita lebih pahammm,"['kak', 'hansoll', 'sudah', 'ada', 'update', 'baru', 'lagi', 'tuh', 'plisss', 'buat', 'video', 'buat', 'jelasin', 'dong', 'biar', 'kita', 'lebih', 'pahammm']","['dong', 'hansoll', 'tuh', 'plisss', 'video', 'biar', 'jelasin', 'ada', 'baru', 'lagi', 'kita', 'kak', 'lebih', 'sudah', 'buat', 'pahammm', 'update']","['hansoll', 'tuh', 'plisss', 'video', 'biar', 'jelasin', 'kak', 'pahammm', 'update']","['hansoll', 'tuh', 'plisss', 'video', 'biar', 'jelasin', 'kak', 'pahammm', 'update']",hansoll tuh plisss video biar jelasin kak pahammm update
@Thelittlestar89.,2025-03-12T15:46:04Z,Gilak sih ksh,id,gila sih kasih,"['gila', 'sih', 'kasih']","['kasih', 'gila', 'sih']","['kasih', 'gila', 'sih']","['kasih', 'gila', 'sih']",kasih gila sih
@triveeyunni4761,2025-03-12T15:43:22Z,"Meskipun fans berat kim soohyun,tapi untuk chase ini rasanya lebih percaya banyak ke pihak keluarga kim saeron sih,dari besarnya berita berita yg bermunculan tapi soohyun masih lebih memilih diam dan menghilang.",id,meskipun fan berat kim soohyuntapi untuk chase ini rasanya lebih percaya banyak ke pihak keluarga kim saeron sihdari besarnya berita berita yang bermunculan tapi soohyun masih lebih memilih diam dan menghilang,"['meskipun', 'fan', 'berat', 'kim', 'soohyuntapi', 'untuk', 'chase', 'ini', 'rasanya', 'lebih', 'percaya', 'banyak', 'ke', 'pihak', 'keluarga', 'kim', 'saeron', 'sihdari', 'besarnya', 'berita', 'berita', 'yang', 'bermunculan', 'tapi', 'soohyun', 'masih', 'lebih', 'memilih', 'diam', 'dan', 'menghilang']","['ke', 'besarnya', 'lebih', 'masih', 'dan', 'memilih', 'chase', 'banyak', 'menghilang', 'fan', 'meskipun', 'sihdari', 'kim', 'diam', 'saeron', 'rasanya', 'untuk', 'soohyun', 'percaya', 'tapi', 'berita', 'bermunculan', 'keluarga', 'yang', 'pihak', 'soohyuntapi', 'ini', 'berat']","['besarnya', 'memilih', 'chase', 'menghilang', 'fan', 'sihdari', 'kim', 'diam', 'saeron', 'soohyun', 'percaya', 'berita', 'bermunculan', 'keluarga', 'soohyuntapi', 'berat']","['besar', 'pilih', 'chase', 'hilang', 'fan', 'sihdari', 'kim', 'diam', 'saeron', 'soohyun', 'percaya', 'berita', 'muncul', 'keluarga', 'soohyuntapi', 'berat']",besar pilih chase hilang fan sihdari kim diam saeron soohyun percaya berita muncul keluarga soohyuntapi berat
@delinda17,2025-03-12T15:36:39Z,"Lucunya orang2 dulu ngejudge saeron mati2an pas post photo, sekarang soso simpatik. Giliran dulu bnyk yg bela So hyun skrng balik nyerang. 

Intinya jgn mudah percaya sama apa yg kita lihat dilayar kaca. Suka benci sewajarnya aja. 😊",id,lucunya orang dulu ngejudge saeron matian pas post photo sekarang soso simpatik giliran dulu banyak yang bela sok hyun sekarang balik menyerang intinya jangan mudah percaya sama apa yang kita lihat dilayar kaca suka benci sewajarnya saja,"['lucunya', 'orang', 'dulu', 'ngejudge', 'saeron', 'matian', 'pas', 'post', 'photo', 'sekarang', 'soso', 'simpatik', 'giliran', 'dulu', 'banyak', 'yang', 'bela', 'sok', 'hyun', 'sekarang', 'balik', 'menyerang', 'intinya', 'jangan', 'mudah', 'percaya', 'sama', 'apa', 'yang', 'kita', 'lihat', 'dilayar', 'kaca', 'suka', 'benci', 'sewajarnya', 'saja']","['hyun', 'photo', 'orang', 'simpatik', 'suka', 'dulu', 'sama', 'sekarang', 'dilayar', 'giliran', 'banyak', 'saja', 'ngejudge', 'kita', 'sewajarnya', 'kaca', 'jangan', 'post', 'bela', 'lihat', 'saeron', 'pas', 'soso', 'sok', 'balik', 'percaya', 'intinya', 'lucunya', 'benci', 'yang', 'mudah', 'menyerang', 'apa', 'matian']","['hyun', 'photo', 'orang', 'simpatik', 'suka', 'dilayar', 'giliran', 'ngejudge', 'sewajarnya', 'kaca', 'post', 'bela', 'lihat', 'saeron', 'pas', 'soso', 'sok', 'percaya', 'intinya', 'lucunya', 'benci', 'mudah', 'menyerang', 'matian']","['hyun', 'photo', 'orang', 'simpatik', 'suka', 'layar', 'gilir', 'ngejudge', 'wajar', 'kaca', 'post', 'bela', 'lihat', 'saeron', 'pas', 'soso', 'sok', 'percaya', 'inti', 'lucu', 'benci', 'mudah', 'serang', 'mati']",hyun photo orang simpatik suka layar gilir ngejudge wajar kaca post bela lihat saeron pas soso sok percaya inti lucu benci mudah serang mati
@strawberriecee,2025-03-12T15:28:47Z,drama yg dimaksuf itu bloodhounds ya??,id,drama yang dimaksuf itu bloodhounds ya,"['drama', 'yang', 'dimaksuf', 'itu', 'bloodhounds', 'ya']","['ya', 'yang', 'dimaksuf', 'itu', 'drama', 'bloodhounds']","['dimaksuf', 'drama', 'bloodhounds']","['dimaksuf', 'drama', 'bloodhounds']",dimaksuf drama bloodhounds
@rizkywullanalevan7577,2025-03-12T15:28:21Z,sambil makan malem ahhh,id,sambil makan malam ah,"['sambil', 'makan', 'malam', 'ah']","['sambil', 'makan', 'malam', 'ah']","['makan', 'malam', 'ah']","['makan', 'malam', 'ah']",makan malam ah
@nonznonie,2025-03-12T15:27:44Z,"Maunya gold medalist cuci tangan agar image perusahaan tidak ikut jelek karena ada KSH selaku boss, namun sekarang mereka ikut tenggelam 😂. Disini keliatan aja KSH sebagai boss kaya apa. Dan KSR tidak mengungkit2 jasa dy dalam perusahaannya, dan tidak profesional digaji lagi.  KSR hanya membahas tentang perpanjangan masa hutang yang tidak ditanggapi.",id,maunya gold medalist cuci tangan agar image perusahaan tidak ikut jelek karena ada kasih selaku bos namun sekarang mereka ikut tenggelam disini kelihatan saja kasih sebagai bos kayak apa dan ksr tidak mengungkit jasa dia dalam perusahaannya dan tidak profesional digaji lagi ksr hanya membahas tentang perpanjangan masa hutang yang tidak ditanggapi,"['maunya', 'gold', 'medalist', 'cuci', 'tangan', 'agar', 'image', 'perusahaan', 'tidak', 'ikut', 'jelek', 'karena', 'ada', 'kasih', 'selaku', 'bos', 'namun', 'sekarang', 'mereka', 'ikut', 'tenggelam', 'disini', 'kelihatan', 'saja', 'kasih', 'sebagai', 'bos', 'kayak', 'apa', 'dan', 'ksr', 'tidak', 'mengungkit', 'jasa', 'dia', 'dalam', 'perusahaannya', 'dan', 'tidak', 'profesional', 'digaji', 'lagi', 'ksr', 'hanya', 'membahas', 'tentang', 'perpanjangan', 'masa', 'hutang', 'yang', 'tidak', 'ditanggapi']","['mengungkit', 'membahas', 'agar', 'ksr', 'dia', 'selaku', 'tenggelam', 'namun', 'sebagai', 'tidak', 'dalam', 'bos', 'tangan', 'kelihatan', 'dan', 'sekarang', 'tentang', 'digaji', 'kasih', 'saja', 'mereka', 'jelek', 'gold', 'jasa', 'hutang', 'ditanggapi', 'medalist', 'karena', 'cuci', 'disini', 'ikut', 'perusahaannya', 'profesional', 'hanya', 'perpanjangan', 'maunya', 'perusahaan', 'image', 'yang', 'ada', 'lagi', 'masa', 'kayak', 'apa']","['mengungkit', 'membahas', 'ksr', 'tenggelam', 'bos', 'tangan', 'digaji', 'kasih', 'jelek', 'gold', 'jasa', 'hutang', 'ditanggapi', 'medalist', 'cuci', 'perusahaannya', 'profesional', 'perpanjangan', 'maunya', 'perusahaan', 'image', 'kayak']","['ungkit', 'bahas', 'ksr', 'tenggelam', 'bos', 'tangan', 'gaji', 'kasih', 'jelek', 'gold', 'jasa', 'hutang', 'tanggap', 'medalist', 'cuci', 'usaha', 'profesional', 'panjang', 'mau', 'usaha', 'image', 'kayak']",ungkit bahas ksr tenggelam bos tangan gaji kasih jelek gold jasa hutang tanggap medalist cuci usaha profesional panjang mau usaha image kayak
